Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,Target_resp.rt,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,0,0,0,0,0,3,1,10,2,,,,,,84.43486903037683,84.93527873433686,84.9185962425081,85.01868098369778,4,0,84.9185962425081,None,85.01868098369778,None,1,85.35229727384194,None,85.35229727384194,None,0.4168020921297284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,0,0,0,0,0,3,2,11,2,,,,,,86.35314906135591,86.85357685121562,86.83692090481964,86.93697851716024,4,0,86.83692090481964,None,86.93697851716024,None,0.9606054108922762,87.50412839821638,None,87.50412839821638,None,0.6393945891077237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,0,12,1,,,,,,88.4716175357371,88.9720704124893,88.95536254206036,89.05544903349801,None,0,88.95536254206036,None,89.05544903349801,None,0.9,89.65595923088222,None,89.65595923088222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,1,13,0,,,,,,90.55672423525084,91.05715494219021,91.04046953328088,91.14055456617825,None,0,91.04046953328088,None,91.14055456617825,None,0.9,91.74106534697876,None,91.74106534697876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,2,14,1,,,,,,92.64183560209221,93.14225843291479,93.1255785664589,93.2256606822757,None,0,93.1255785664589,None,93.2256606822757,None,0.9,93.82618196456588,None,93.82618196456588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,0.9,114.8774420704267,None,114.8774420704267,None,,94.76030349305802,None,101,0,113.7431519346801,114.24354121907709,114.22686485311715,114.32694521868598,None,0,114.22686485311715,None,114.32694521868598,None,114.22686485311715,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,0.9,116.97924322179824,None,116.97924322179824,None,,,,101,0,115.79486243777501,116.29534565216363,116.27860569384939,116.378694810659,None,0,116.27860569384939,None,116.378694810659,None,116.27860569384939,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,0.9,119.06434904618709,None,119.06434904618709,None,,,,102,0,117.87997205436841,118.38039459348238,118.36371064311334,118.463796259427,None,1,118.36371064311334,None,118.463796259427,None,118.36371064311334,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,1,0,3,2,,,,,,,,,,,,0.9,121.14942336610602,None,121.14942336610602,None,,,,102,0,119.96507904558894,120.46550012616353,120.44882434361989,120.54890529260501,None,1,120.44882434361989,None,120.54890529260501,None,120.44882434361989,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,1,4,1,,,,,,,,,,,,1,123.00146408271667,None,123.00146408271667,None,,,,101,111,122.05018778705835,122.55060770080036,122.53392783434447,122.63401228382554,4,1,122.53392783434447,None,122.63401228382554,None,122.53392783434447,None,False,None,None,None,None,None,None,None,None,0.43364969071626547,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,2,5,1,,,,,,,,,,,,1,124.96980617458394,None,124.96980617458394,None,,,,101,111,124.00184680368147,124.50226759254747,124.48558714267529,124.58567188386496,4,1,124.48558714267529,None,124.58567188386496,None,124.48558714267529,None,False,None,None,None,None,None,None,None,None,0.44194645115203457,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,0,6,1,,,,,,,,,,,,1,126.98818961606776,None,126.98818961606776,None,,,,101,111,125.97018714530077,126.47061435174419,126.45393010966745,126.55401368402454,4,1,126.45393010966745,None,126.55401368402454,None,126.45393010966745,None,False,None,None,None,None,None,None,None,None,0.4915595733482405,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,1,7,1,,,,,,,,,,,,1,129.02325467425635,None,129.02325467425635,None,,,,101,111,127.98856766970403,128.48899312589947,128.4723109257793,128.57239712550836,4,1,128.4723109257793,None,128.57239712550836,None,128.4723109257793,None,False,None,None,None,None,None,None,None,None,0.5021421580850074,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,2,8,0,,,,,,,,,,,,1,130.94155104088713,None,130.94155104088713,None,,,,101,111,130.0236344781415,130.52405643383918,130.50737744250728,130.60746305882094,4,1,130.50737744250728,None,130.60746305882094,None,130.50737744250728,None,False,None,None,None,None,None,None,None,None,0.38509896924915665,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,0,9,0,,,,,,,,,,,,1,132.8431698747254,None,132.8431698747254,None,,,,101,111,131.9419296779397,132.44235542584192,132.42567555938604,132.52575942545172,4,1,132.42567555938604,None,132.52575942545172,None,132.42567555938604,None,False,None,None,None,None,None,None,None,None,0.38068717666010343,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,1,10,0,,,,,,,,,,,,1,134.74478929198085,None,134.74478929198085,None,,,,101,111,133.84355142885852,134.3439987631573,134.3272932263926,134.42737825928998,4,1,134.3272932263926,None,134.42737825928998,None,134.3272932263926,None,False,None,None,None,None,None,None,None,None,0.37602976589005266,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,2,11,1,,,,,,,,,,,,1,136.72981037518002,None,136.72981037518002,None,,,,101,111,135.7451688041574,136.24559192668767,136.22888697333929,136.32901517902792,4,1,136.22888697333929,None,136.32901517902792,None,136.22888697333929,None,False,None,None,None,None,None,None,None,None,0.45738539155263425,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,4,0,12,2,,,,,,,,,,,,0.9,138.9145400420348,None,138.9145400420348,None,,,,102,0,137.73018872052398,138.23061213476285,138.21393197659836,138.31401730120433,None,1,138.21393197659836,None,138.31401730120433,None,138.21393197659836,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,1,13,0,,,,,,,,,,,,0.9,140.9996560762056,None,140.9996560762056,None,,,,101,0,139.81529862882599,140.31572145964856,140.29903984294378,140.3991222504692,None,0,140.29903984294378,None,140.3991222504692,None,140.29903984294378,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,2,14,0,,,,,,,,,,,,1,142.8516833742451,None,142.8516833742451,None,,,,101,111,141.90040270296686,142.40083399332252,142.38414712587291,142.484231575354,4,1,142.38414712587291,None,142.484231575354,None,142.38414712587291,None,False,None,None,None,None,None,None,None,None,0.4219956623010148,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,0,15,0,,,,,,,,,,,,1,144.8867487241414,None,144.8867487241414,None,,,,101,111,143.85206580350223,144.3524880509085,144.33580643420373,144.4358920505174,4,1,144.33580643420373,None,144.4358920505174,None,144.33580643420373,None,False,None,None,None,None,None,None,None,None,0.5162902903521172,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,1,16,0,,,,,,,,,,,,1,146.97185571536284,None,146.97185571536284,None,,,,101,111,145.88713144510712,146.3875513588482,146.37086915872806,146.4709556501657,4,1,146.37086915872806,None,146.4709556501657,None,146.37086915872806,None,False,None,None,None,None,None,None,None,None,0.5592206727669691,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,2,17,1,,,,,,,,,,,,1,149.0402810898795,None,149.0402810898795,None,,,,101,111,147.9722343524154,148.47265718323706,148.45597790019747,148.55606351651113,4,1,148.45597790019747,None,148.55606351651113,None,148.45597790019747,None,False,None,None,None,None,None,None,None,None,0.5380371256833314,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,6,0,18,2,,,,,,,,,,,,0.9,151.22501863285106,None,151.22501863285106,None,,,,102,0,150.0406880226128,150.5410854748343,150.52440444154672,150.62449034956808,None,1,150.52440444154672,None,150.62449034956808,None,150.52440444154672,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,6,1,19,2,,,,,,,,,,,,0.9,153.3101262074888,None,153.3101262074888,None,,,,102,0,152.12576934352546,152.62619159093174,152.60951026593557,152.70959617395692,None,1,152.60951026593557,None,152.70959617395692,None,152.60951026593557,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,6,2,20,0,,,,,,,,,,,,1,155.22887092939618,None,155.22887092939618,None,,,,101,111,154.21088216890712,154.71130033240115,154.69461871569638,154.79470374859375,4,1,154.69461871569638,None,154.79470374859375,None,154.69461871569638,None,False,None,None,None,None,None,None,None,None,0.4942829597275704,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1021,GoNoGo,2020.1.3,59.977272886450706,
