Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.rt,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,3,1,10,1,,,,,,91.96986510000715,92.4701453000016,92.45319670000754,92.5533751000039,4,1,92.45319670000754,None,92.5533751000039,None,1,92.97223090000625,None,92.97223090000625,None,0.49457280000206083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,3,2,11,0,,,,,,93.98812740000722,94.48859839999932,94.47174280000036,94.57166130001133,4,1,94.47174280000036,None,94.57166130001133,None,1,94.85691950000182,None,94.85691950000182,None,0.35308489999442827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,0,12,1,,,,,,95.8563995000004,96.35650059999898,96.33976450000773,96.43989210001018,4,1,96.33976450000773,None,96.43989210001018,None,1,96.82542990001093,None,96.82542990001093,None,0.45811029999458697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,1,13,1,,,,,,97.84145320000243,98.34184780000942,98.32478850000189,98.42487550000078,4,1,98.32478850000189,None,98.42487550000078,None,1,98.87138419999974,None,98.87138419999974,None,0.5152762000070652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,0,0,0,0,0,4,2,14,2,,,,,,99.87816459999885,100.39316010000766,100.35983919999853,100.45986490001087,None,1,100.35983919999853,None,100.45986490001087,None,0.9,101.0605968000018,None,101.0605968000018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,1,111.90173650000361,None,111.90173650000361,None,,102.00667470000917,None,101,111,110.96919680001156,111.46918369999912,111.46918369999912,111.56915190001018,4,1,0.3970125000050757,111.46918369999912,None,111.56915190001018,None,111.46918369999912,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,1,113.69987219999894,None,113.69987219999894,None,,,,101,111,112.92571650000173,113.43765490000078,113.4206564000051,113.5207514000067,4,1,0.24324360000900924,113.4206564000051,None,113.5207514000067,None,113.4206564000051,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,0.9,115.91722060000757,None,115.91722060000757,None,,,,102,0,114.70905650001077,115.22250200000417,115.2058732000005,115.30573830001231,None,1,,115.2058732000005,None,115.30573830001231,None,115.2058732000005,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,0,3,0,,,,,,,,,,,,1,117.61580070000491,None,117.61580070000491,None,,,,101,111,116.82558319999953,117.34065980000014,117.32385880000948,117.42411370000627,4,1,0.2624151000054553,117.32385880000948,None,117.42411370000627,None,117.32385880000948,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,1,4,1,,,,,,,,,,,,1,119.47285570000531,None,119.47285570000531,None,,,,101,111,118.6320362000115,119.1426247000054,119.12540520000039,119.22566750000988,4,1,0.3104904999927385,119.12540520000039,None,119.22566750000988,None,119.12540520000039,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,2,5,0,,,,,,,,,,,,1,121.28948490000039,None,121.28948490000039,None,,,,101,111,120.48273709999921,120.993965200003,120.97692359999928,121.0774081999989,4,1,0.2759769999975106,120.97692359999928,None,121.0774081999989,None,120.97692359999928,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,0,6,0,,,,,,,,,,,,1,123.09290390000388,None,123.09290390000388,None,,,,101,111,122.30253490000905,122.81394980000914,122.7784590000083,122.87854290001269,4,1,0.2854499999957625,122.7784590000083,None,122.87854290001269,None,122.7784590000083,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,2,1,7,2,,,,,,,,,,,,0.9,125.29926970000088,None,125.29926970000088,None,,,,102,0,124.10635940000066,124.6136647000094,124.59673760000442,124.69676220000838,None,1,,124.59673760000442,None,124.69676220000838,None,124.59673760000442,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,2,8,0,,,,,,,,,,,,1,127.04541650001192,None,127.04541650001192,None,,,,101,111,126.22503460000735,126.73204590000387,126.71508300000278,126.81528800001252,4,1,0.2967129000026034,126.71508300000278,None,126.81528800001252,None,126.71508300000278,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,0,9,1,,,,,,,,,,,,1,128.91408060000686,None,128.91408060000686,None,,,,101,111,128.05659160000505,128.56688720000966,128.55003360001137,128.65013790001103,4,1,0.33015500000328757,128.55003360001137,None,128.65013790001103,None,128.55003360001137,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,1,10,1,,,,,,,,,,,,1,130.7144479999988,None,130.7144479999988,None,,,,101,111,129.9237310000026,130.43512380000902,130.41814050001267,130.51813950001088,4,1,0.2650969999958761,130.41814050001267,None,130.51813950001088,None,130.41814050001267,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,2,11,0,,,,,,,,,,,,1,132.56742730000406,None,132.56742730000406,None,,,,101,111,131.72540450000088,132.23656170000322,132.21951190000982,132.31972320000932,4,1,0.3137585000076797,132.21951190000982,None,132.31972320000932,None,132.21951190000982,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,0,12,0,,,,,,,,,,,,1,134.46681120000721,None,134.46681120000721,None,,,,101,111,133.57727140000497,134.08816100000695,134.07114870000805,134.17166310000175,4,1,0.36874240000906866,134.07114870000805,None,134.17166310000175,None,134.07114870000805,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,4,1,13,2,,,,,,,,,,,,0.9,136.68434490000072,None,136.68434490000072,None,,,,102,0,135.47994309999922,135.98981800000183,135.9725504000089,136.07268870000553,None,1,,135.9725504000089,None,136.07268870000553,None,135.9725504000089,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,2,14,0,,,,,,,,,,,,1,138.55021340001258,None,138.55021340001258,None,,,,101,111,137.60146840001107,138.1081833000062,138.09116970001196,138.19128070000443,4,1,0.4235783999902196,138.09116970001196,None,138.19128070000443,None,138.09116970001196,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,0,15,0,,,,,,,,,,,,1,140.47523039999942,None,140.47523039999942,None,,,,101,111,139.56545840000035,140.07643500000995,140.05954410000413,140.1597114000033,4,1,0.37836289999540895,140.05954410000413,None,140.1597114000033,None,140.05954410000413,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,1,16,0,,,,,,,,,,,,1,142.3485561999987,None,142.3485561999987,None,,,,101,111,141.48405340001045,141.99473760000546,141.97775700000057,142.07780940001248,4,1,0.3359409999975469,141.97775700000057,None,142.07780940001248,None,141.97775700000057,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,2,17,1,,,,,,,,,,,,1,144.18406590000086,None,144.18406590000086,None,,,,101,111,143.3698921000032,143.8815109999996,143.8460514000035,143.94618060000357,4,1,0.31404519999341574,143.8460514000035,None,143.94618060000357,None,143.8460514000035,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,6,0,18,0,,,,,,,,,,,,1,146.24476190000132,None,146.24476190000132,None,,,,101,111,145.19916100001137,145.71448200001032,145.69744750000245,145.7977577999991,4,1,0.5137729999987641,145.69744750000245,None,145.7977577999991,None,145.69744750000245,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,6,1,19,0,,,,,,,,,,,,1,148.14623940001184,None,148.14623940001184,None,,,,101,111,147.25523629999952,147.76616410000133,147.74918640000396,147.84939390000363,4,1,0.35657889999856707,147.74918640000396,None,147.84939390000363,None,147.74918640000396,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA6LI11,1,Serial_COM3,C:\Users\EEG\Desktop\FINALCoScienceTasksLogfiles\,2022_Jan_05_1023,GoNoGo,2020.1.3,60.00373223087607,
