"ID","Condition","Dimension","Response","RT"
"sub-AH07IF27","EroticCouple","Valence",5,5.80625812413928
"sub-AH07IF27","EroticCouple","Arousal",9,2.29449985647807
"sub-AH07IF27","PositiveManWoman","Valence",9,6.64502009302123
"sub-AH07IF27","PositiveManWoman","Arousal",9,2.21124392366983
"sub-AH17AR05","EroticCouple","Valence",6,12.0268981078407
"sub-AH17AR05","EroticCouple","Arousal",7,9.79771738448471
"sub-AH17AR05","Tree","Valence",7,5.45785358297144
"sub-AH17AR05","Tree","Arousal",8,1.44845270756196
"sub-AH17AR05","PositiveManWoman","Valence",5,7.78632997722889
"sub-AH17AR05","PositiveManWoman","Arousal",7,3.69824143800361
"sub-AH17AR05","EroticWoman","Valence",7,4.03227341212187
"sub-AH17AR05","EroticWoman","Arousal",4,7.16130901071301
"sub-AH17AR05","NeutralManWoman","Valence",4,5.2663609566298
"sub-AH17AR05","NeutralManWoman","Arousal",8,4.91306895831804
"sub-AH17AR05","EroticMan","Valence",3,7.06133511858934
"sub-AH17AR05","EroticMan","Arousal",9,2.06654910832003
"sub-AH17AR05","NeutralCouple","Valence",5,3.75533045417251
"sub-AH17AR05","NeutralCouple","Arousal",8,1.95134922267607
"sub-AHSAER12","Tree","Valence",1,20.4233787386038
"sub-AHSAER12","Tree","Arousal",2,10.9133542447453
"sub-AHSAER12","EroticMan","Valence",3,12.4632114426458
"sub-AHSAER12","EroticMan","Arousal",2,16.3874285158345
"sub-AHSAER12","EroticCouple","Valence",4,7.51066632463699
"sub-AHSAER12","EroticCouple","Arousal",3,3.06244306551525
"sub-AHSAER12","NeutralManWoman","Valence",4,5.52486394342304
"sub-AHSAER12","NeutralManWoman","Arousal",2,2.97387986705508
"sub-AHSAER12","NeutralCouple","Valence",4,5.5607473234013
"sub-AHSAER12","NeutralCouple","Arousal",2,1.76228253782938
"sub-AHSAER12","EroticWoman","Valence",2,5.79578267483885
"sub-AHSAER12","EroticWoman","Arousal",3,3.08882567015098
"sub-AHSAER12","PositiveManWoman","Valence",2,2.56713518447032
"sub-AHSAER12","PositiveManWoman","Arousal",4,4.49472134430471
"sub-AI07AS19","NeutralCouple","Valence",5,19.1748914999771
"sub-AI07AS19","NeutralCouple","Arousal",8,7.67170919995988
"sub-AI07AS19","EroticCouple","Valence",1,5.03560350002954
"sub-AI07AS19","EroticCouple","Arousal",4,6.06145669997204
"sub-AI07AS19","Tree","Valence",9,6.6563804000034
"sub-AI07AS19","Tree","Arousal",9,3.17328589997487
"sub-AI07AS19","PositiveManWoman","Valence",9,7.34619190002559
"sub-AI07AS19","PositiveManWoman","Arousal",9,1.1826674999902
"sub-AI07AS19","EroticWoman","Valence",1,3.45594140002504
"sub-AI07AS19","EroticWoman","Arousal",4,6.06743160000769
"sub-AI07AS19","NeutralManWoman","Valence",7,7.94851199997356
"sub-AI07AS19","NeutralManWoman","Arousal",8,3.37133000005269
"sub-AI07AS19","EroticMan","Valence",2,8.94888580002589
"sub-AI07AS19","EroticMan","Arousal",4,3.27511749998666
"sub-AI09ID16","EroticCouple","Valence",5,10.0752488206381
"sub-AI09ID16","EroticCouple","Arousal",9,6.78923736999059
"sub-AI09ID16","PositiveManWoman","Valence",7,5.59385087559531
"sub-AI09ID16","PositiveManWoman","Arousal",9,1.84724862466283
"sub-AI09ID16","EroticWoman","Valence",6,5.29851022579169
"sub-AI09ID16","EroticWoman","Arousal",9,1.05185513109427
"sub-AI09ID16","NeutralCouple","Valence",6,3.34174377423551
"sub-AI09ID16","NeutralCouple","Arousal",9,0.877623990370921
"sub-AI09ID16","EroticMan","Valence",6,5.51978946484269
"sub-AI09ID16","EroticMan","Arousal",9,1.11231819645218
"sub-AI09ID16","Tree","Valence",9,4.23235018267769
"sub-AI09ID16","Tree","Arousal",9,0.596961308565369
"sub-AI09ID16","NeutralManWoman","Valence",6,2.21822059996884
"sub-AI09ID16","NeutralManWoman","Arousal",9,0.87095062782646
"sub-AJ06IR11","Tree","Valence",9,18.1518455229652
"sub-AJ06IR11","Tree","Arousal",9,11.334565862875
"sub-AJ06IR11","PositiveManWoman","Valence",7,15.0607044052267
"sub-AJ06IR11","PositiveManWoman","Arousal",7,13.232633777403
"sub-AJ06IR11","NeutralManWoman","Valence",4,10.3099976972262
"sub-AJ06IR11","NeutralManWoman","Arousal",5,9.49019717265583
"sub-AJ06IR11","NeutralCouple","Valence",6,10.4546840933453
"sub-AJ06IR11","NeutralCouple","Arousal",5,6.40548329718695
"sub-AJ06IR11","EroticWoman","Valence",3,9.0567637103286
"sub-AJ06IR11","EroticWoman","Arousal",4,9.6442322556486
"sub-AJ06IR11","EroticCouple","Valence",3,16.4366076348197
"sub-AJ06IR11","EroticCouple","Arousal",5,3.75247035097891
"sub-AJ06IR11","EroticMan","Valence",2,3.91231368534318
"sub-AJ06IR11","EroticMan","Arousal",3,2.7325622566932
"sub-AJ07AW16","EroticMan","Valence",6,28.6571094002575
"sub-AJ07AW16","EroticMan","Arousal",5,6.6044040992856
"sub-AJ07AW16","PositiveManWoman","Valence",9,7.19268219918013
"sub-AJ07AW16","PositiveManWoman","Arousal",5,3.45491289906204
"sub-AJ07AW16","NeutralCouple","Valence",9,8.55029180087149
"sub-AJ07AW16","NeutralCouple","Arousal",3,6.62815329991281
"sub-AJ07AW16","EroticCouple","Valence",6,9.73288669995964
"sub-AJ07AW16","EroticCouple","Arousal",6,3.22522870078683
"sub-AJ07AW16","Tree","Valence",9,3.74072569981217
"sub-AJ07AW16","Tree","Arousal",9,6.86798579990864
"sub-AJ07AW16","NeutralManWoman","Valence",9,4.46680919826031
"sub-AJ07AW16","NeutralManWoman","Arousal",9,4.32512809894979
"sub-AJ07AW16","EroticWoman","Valence",2,7.59217509999871
"sub-AJ07AW16","EroticWoman","Arousal",5,10.3800873998553
"sub-AK04IO21","PositiveManWoman","Valence",9,15.0939025724274
"sub-AK04IO21","PositiveManWoman","Arousal",9,7.03418497499479
"sub-AK04IO21","EroticMan","Valence",7,13.0858278018204
"sub-AK04IO21","EroticMan","Arousal",4,5.17319494703406
"sub-AK04IO21","EroticWoman","Valence",7,11.949091110635
"sub-AK04IO21","EroticWoman","Arousal",8,7.19473700331218
"sub-AK04IO21","Tree","Valence",9,2.75239849653735
"sub-AK04IO21","Tree","Arousal",9,1.25403891677161
"sub-AK04IO21","NeutralManWoman","Valence",6,7.35873060323866
"sub-AK04IO21","NeutralManWoman","Arousal",9,1.80770692675287
"sub-AK04IO21","EroticCouple","Valence",6,8.92056381332441
"sub-AK04IO21","EroticCouple","Arousal",5,11.2819988419196
"sub-AK04IO21","NeutralCouple","Valence",8,7.46481111174216
"sub-AK04IO21","NeutralCouple","Arousal",9,1.53371576258905
"sub-AK06AS07","EroticCouple","Valence",7,14.2289340883162
"sub-AK06AS07","EroticCouple","Arousal",3,7.08885863669275
"sub-AK06AS07","PositiveManWoman","Valence",9,4.5289183400655
"sub-AK06AS07","PositiveManWoman","Arousal",9,3.36876806674445
"sub-AK06AS07","Tree","Valence",7,5.58999006110389
"sub-AK06AS07","Tree","Arousal",9,3.31547913181748
"sub-AK06AS07","NeutralCouple","Valence",6,6.92390059703393
"sub-AK06AS07","NeutralCouple","Arousal",5,6.60395981046167
"sub-AK06AS07","EroticMan","Valence",7,6.44779769445631
"sub-AK06AS07","EroticMan","Arousal",2,4.04377244125862
"sub-AK06AS07","NeutralManWoman","Valence",5,9.15904404611138
"sub-AK06AS07","NeutralManWoman","Arousal",9,2.67036423956961
"sub-AK06AS07","EroticWoman","Valence",6,7.3522642486696
"sub-AK06AS07","EroticWoman","Arousal",4,9.5675481021608
"sub-AK06RG17","PositiveManWoman","Valence",8,35.6726648226577
"sub-AK06RG17","PositiveManWoman","Arousal",8,23.4103568998835
"sub-AK06RG17","EroticCouple","Valence",8,27.3963255583731
"sub-AK06RG17","EroticCouple","Arousal",3,12.9860633418248
"sub-AK06RG17","EroticWoman","Valence",8,8.54427025139012
"sub-AK06RG17","EroticWoman","Arousal",2,4.6635712500356
"sub-AK06RG17","Tree","Valence",6,9.65570293270139
"sub-AK06RG17","Tree","Arousal",9,2.5409050203707
"sub-AK06RG17","NeutralManWoman","Valence",7,16.0747372620317
"sub-AK06RG17","NeutralManWoman","Arousal",8,7.84449024116111
"sub-AK06RG17","NeutralCouple","Valence",6,10.8867948202278
"sub-AK06RG17","NeutralCouple","Arousal",9,8.37960103886871
"sub-AK06RG17","EroticMan","Valence",7,5.22912671179074
"sub-AK06RG17","EroticMan","Arousal",5,15.6384520268366
"sub-AL07NK06","EroticCouple","Valence",5,12.2949565889321
"sub-AL07NK06","EroticCouple","Arousal",6,14.7921434173331
"sub-AL07NK06","PositiveManWoman","Valence",7,13.8686703639014
"sub-AL07NK06","PositiveManWoman","Arousal",8,6.78335691495522
"sub-AL07NK06","NeutralManWoman","Valence",5,6.92534185188197
"sub-AL07NK06","NeutralManWoman","Arousal",6,5.42176436271257
"sub-AL07NK06","Tree","Valence",7,4.31380170648481
"sub-AL07NK06","Tree","Arousal",7,3.63500476473564
"sub-AL07NK06","EroticWoman","Valence",6,14.1103203519488
"sub-AL07NK06","EroticWoman","Arousal",4,6.35164872468522
"sub-AL07NK06","EroticMan","Valence",5,6.73417041972061
"sub-AL07NK06","EroticMan","Arousal",7,8.15008096376914
"sub-AL07NK06","NeutralCouple","Valence",6,10.3893452591128
"sub-AL07NK06","NeutralCouple","Arousal",7,4.74711062411916
"sub-AL08AS02","Tree","Valence",8,8.0979908000154
"sub-AL08AS02","Tree","Arousal",9,6.71772590000182
"sub-AL08AS02","NeutralManWoman","Valence",7,5.79344209999545
"sub-AL08AS02","NeutralManWoman","Arousal",7,6.82686859997921
"sub-AL08AS02","EroticCouple","Valence",7,8.19500860001426
"sub-AL08AS02","EroticCouple","Arousal",5,3.99956990001374
"sub-AL08AS02","EroticMan","Valence",5,6.88305550001678
"sub-AL08AS02","EroticMan","Arousal",6,3.57954119998612
"sub-AL08AS02","EroticWoman","Valence",8,6.069814699993
"sub-AL08AS02","EroticWoman","Arousal",8,1.72242819998064
"sub-AL08AS02","PositiveManWoman","Valence",9,4.46878470000229
"sub-AL08AS02","PositiveManWoman","Arousal",8,2.33894250000594
"sub-AL08AS02","NeutralCouple","Valence",8,3.48456230000011
"sub-AL08AS02","NeutralCouple","Arousal",8,0.996647199994186
"sub-AM04EN20","Tree","Valence",9,10.3212096549541
"sub-AM04EN20","Tree","Arousal",9,4.63294113185657
"sub-AM04EN20","NeutralManWoman","Valence",6,5.65476176932498
"sub-AM04EN20","NeutralManWoman","Arousal",9,5.39780314665404
"sub-AM04EN20","NeutralCouple","Valence",7,4.80435024218968
"sub-AM04EN20","NeutralCouple","Arousal",7,2.67814158633701
"sub-AM04EN20","EroticWoman","Valence",7,21.5726649135013
"sub-AM04EN20","EroticWoman","Arousal",5,6.82544365148533
"sub-AM04EN20","EroticMan","Valence",4,5.74344189248404
"sub-AM04EN20","EroticMan","Arousal",7,4.80240104898257
"sub-AM04EN20","EroticCouple","Valence",7,9.72863537514422
"sub-AM04EN20","EroticCouple","Arousal",4,1.60094455067338
"sub-AM04EN20","PositiveManWoman","Valence",8,5.6180310581567
"sub-AM04EN20","PositiveManWoman","Arousal",7,2.32248354401963
"sub-AN03EU29","NeutralManWoman","Valence",5,12.2106128999985
"sub-AN03EU29","NeutralManWoman","Arousal",6,13.5853879999995
"sub-AN03EU29","NeutralCouple","Valence",7,11.1659151000022
"sub-AN03EU29","NeutralCouple","Arousal",5,16.8495637999986
"sub-AN03EU29","EroticCouple","Valence",8,7.80420140000206
"sub-AN03EU29","EroticCouple","Arousal",9,2.81326880000051
"sub-AN03EU29","EroticMan","Valence",9,7.92033649999939
"sub-AN03EU29","EroticMan","Arousal",9,2.58972350000113
"sub-AN03EU29","Tree","Valence",8,4.6288420000019
"sub-AN03EU29","Tree","Arousal",9,3.01103220000005
"sub-AN03EU29","PositiveManWoman","Valence",9,1.87291230000119
"sub-AN03EU29","PositiveManWoman","Arousal",9,6.04068659999757
"sub-AN03EU29","EroticWoman","Valence",8,2.70409899999868
"sub-AN03EU29","EroticWoman","Arousal",8,6.08688850000181
"sub-AN04AD03","PositiveManWoman","Valence",9,16.0065092999721
"sub-AN04AD03","PositiveManWoman","Arousal",3,21.2522644000128
"sub-AN04AD03","NeutralManWoman","Valence",5,15.1466344000073
"sub-AN04AD03","NeutralManWoman","Arousal",8,5.26998379989527
"sub-AN04AD03","Tree","Valence",5,15.3730467000278
"sub-AN04AD03","Tree","Arousal",9,4.12045349995606
"sub-AN04AD03","EroticWoman","Valence",8,39.7104583999608
"sub-AN04AD03","EroticWoman","Arousal",2,8.80695490003563
"sub-AN04AD03","EroticMan","Valence",5,5.54719499999192
"sub-AN04AD03","EroticMan","Arousal",8,9.84188920003362
"sub-AN04AD03","EroticCouple","Valence",3,14.9154197000898
"sub-AN04AD03","EroticCouple","Arousal",5,8.8561060000211
"sub-AN04AD03","NeutralCouple","Valence",4,11.5773731999798
"sub-AN04AD03","NeutralCouple","Arousal",8,4.31764079991262
"sub-AN04ES31","EroticWoman","Valence",6,16.5510089999952
"sub-AN04ES31","EroticWoman","Arousal",3,5.92106419999618
"sub-AN04ES31","Tree","Valence",4,3.87637730000279
"sub-AN04ES31","Tree","Arousal",2,2.37765809999837
"sub-AN04ES31","EroticMan","Valence",6,8.67817839999771
"sub-AN04ES31","EroticMan","Arousal",5,1.86379180000222
"sub-AN04ES31","EroticCouple","Valence",7,4.30933440000081
"sub-AN04ES31","EroticCouple","Arousal",3,6.97063679999701
"sub-AN04ES31","NeutralManWoman","Valence",3,5.81966190000094
"sub-AN04ES31","NeutralManWoman","Arousal",3,3.14749379999557
"sub-AN04ES31","NeutralCouple","Valence",3,2.0015773999985
"sub-AN04ES31","NeutralCouple","Arousal",7,7.8174691000022
"sub-AN04ES31","PositiveManWoman","Valence",8,6.76741879999463
"sub-AN04ES31","PositiveManWoman","Arousal",7,2.02500390000205
"sub-AN05ER02","Tree","Valence",9,10.6876298990101
"sub-AN05ER02","Tree","Arousal",9,7.94548979960382
"sub-AN05ER02","EroticWoman","Valence",7,5.10983669944108
"sub-AN05ER02","EroticWoman","Arousal",3,3.16473839990795
"sub-AN05ER02","NeutralCouple","Valence",5,2.84689710102975
"sub-AN05ER02","NeutralCouple","Arousal",5,0.611178601160645
"sub-AN05ER02","EroticCouple","Valence",7,5.37011069990695
"sub-AN05ER02","EroticCouple","Arousal",3,1.33798209950328
"sub-AN05ER02","EroticMan","Valence",6,3.89991660043597
"sub-AN05ER02","EroticMan","Arousal",6,0.843649700284004
"sub-AN05ER02","PositiveManWoman","Valence",5,3.14504310116172
"sub-AN05ER02","PositiveManWoman","Arousal",6,7.3370686005801
"sub-AN05ER02","NeutralManWoman","Valence",5,1.7546509001404
"sub-AN05ER02","NeutralManWoman","Arousal",6,0.655783999711275
"sub-AN08AT08","EroticCouple","Valence",7,15.5115370307321
"sub-AN08AT08","EroticCouple","Arousal",4,16.7352521530538
"sub-AN08AT08","EroticWoman","Valence",4,12.0298937759562
"sub-AN08AT08","EroticWoman","Arousal",7,7.25830994127318
"sub-AN08AT08","NeutralCouple","Valence",9,11.4121858957515
"sub-AN08AT08","NeutralCouple","Arousal",9,4.53767291197619
"sub-AN08AT08","Tree","Valence",7,5.55283362689261
"sub-AN08AT08","Tree","Arousal",9,2.17602716546935
"sub-AN08AT08","PositiveManWoman","Valence",7,10.3420944051195
"sub-AN08AT08","PositiveManWoman","Arousal",7,12.5577862927476
"sub-AN08AT08","NeutralManWoman","Valence",5,6.41254180736541
"sub-AN08AT08","NeutralManWoman","Arousal",9,4.6736514466902
"sub-AN08AT08","EroticMan","Valence",9,4.29973077403702
"sub-AN08AT08","EroticMan","Arousal",3,10.8056229135673
"sub-AR06AS06","EroticMan","Valence",5,8.4884421323859
"sub-AR06AS06","EroticMan","Arousal",9,10.0400951628144
"sub-AR06AS06","EroticWoman","Valence",7,9.34503866310115
"sub-AR06AS06","EroticWoman","Arousal",5,2.71955681794861
"sub-AR06AS06","PositiveManWoman","Valence",5,4.59306669096259
"sub-AR06AS06","PositiveManWoman","Arousal",1,3.05567557128416
"sub-AR06AS06","NeutralCouple","Valence",6,2.8522291273166
"sub-AR06AS06","NeutralCouple","Arousal",1,0.301755687183686
"sub-AR06AS06","NeutralManWoman","Valence",6,2.53483753285036
"sub-AR06AS06","NeutralManWoman","Arousal",1,1.43768317815011
"sub-AR06AS06","Tree","Valence",3,3.46071614636821
"sub-AR06AS06","Tree","Arousal",1,0.800508728390923
"sub-AR06AS06","EroticCouple","Valence",7,4.85451131533955
"sub-AR06AS06","EroticCouple","Arousal",3,4.91751978708999
"sub-AR07AN21","NeutralManWoman","Valence",3,12.4760336941399
"sub-AR07AN21","NeutralManWoman","Arousal",2,2.60693060644553
"sub-AR07AN21","PositiveManWoman","Valence",8,4.22748725270503
"sub-AR07AN21","PositiveManWoman","Arousal",5,5.93608086876338
"sub-AR07AN21","EroticCouple","Valence",5,5.11938882997492
"sub-AR07AN21","EroticCouple","Arousal",6,3.42407794308383
"sub-AR07AN21","EroticMan","Valence",6,5.48390114333597
"sub-AR07AN21","EroticMan","Arousal",6,2.05401421539136
"sub-AR07AN21","EroticWoman","Valence",5,3.7285084358009
"sub-AR07AN21","EroticWoman","Arousal",2,4.44848134889617
"sub-AR07AN21","NeutralCouple","Valence",5,6.08391899126582
"sub-AR07AN21","NeutralCouple","Arousal",6,0.501721802866086
"sub-AR07AN21","Tree","Valence",8,4.81443689699518
"sub-AR07AN21","Tree","Arousal",1,3.25981725091697
"sub-AR07IM16","EroticCouple","Valence",5,13.9938173999544
"sub-AR07IM16","EroticCouple","Arousal",5,6.67183769994881
"sub-AR07IM16","EroticMan","Valence",5,1.70079680002527
"sub-AR07IM16","EroticMan","Arousal",5,13.7116631999961
"sub-AR07IM16","EroticWoman","Valence",5,3.22897170000942
"sub-AR07IM16","EroticWoman","Arousal",7,4.61655229999451
"sub-AR07IM16","NeutralManWoman","Valence",7,3.4233839000226
"sub-AR07IM16","NeutralManWoman","Arousal",7,2.2358055000077
"sub-AR07IM16","Tree","Valence",5,3.12634090002393
"sub-AR07IM16","Tree","Arousal",7,2.78923950000899
"sub-AR07IM16","PositiveManWoman","Valence",9,4.43556389998412
"sub-AR07IM16","PositiveManWoman","Arousal",7,2.24121720000403
"sub-AR07IM16","NeutralCouple","Valence",4,2.97189129999606
"sub-AR07IM16","NeutralCouple","Arousal",8,2.80742959998315
"sub-AR07SA26","NeutralManWoman","Valence",5,14.4211492024479
"sub-AR07SA26","NeutralManWoman","Arousal",5,4.20103938464308
"sub-AR07SA26","EroticCouple","Valence",4,7.75645258376608
"sub-AR07SA26","EroticCouple","Arousal",4,4.891504343017
"sub-AR07SA26","Tree","Valence",8,4.64477473002626
"sub-AR07SA26","Tree","Arousal",8,2.20886766567128
"sub-AR07SA26","PositiveManWoman","Valence",9,5.69346342555946
"sub-AR07SA26","PositiveManWoman","Arousal",8,7.8873342059087
"sub-AR07SA26","EroticWoman","Valence",4,5.12067360518267
"sub-AR07SA26","EroticWoman","Arousal",7,5.5771937315003
"sub-AR07SA26","NeutralCouple","Valence",8,4.67125839029904
"sub-AR07SA26","NeutralCouple","Arousal",7,2.6172726827208
"sub-AR07SA26","EroticMan","Valence",4,4.47713493800256
"sub-AR07SA26","EroticMan","Arousal",5,4.57578128826572
"sub-AR10IO04","NeutralManWoman","Valence",5,10.4043802340893
"sub-AR10IO04","NeutralManWoman","Arousal",5,8.61988877785552
"sub-AR10IO04","EroticCouple","Valence",8,6.10741742950631
"sub-AR10IO04","EroticCouple","Arousal",2,4.60726649204298
"sub-AR10IO04","NeutralCouple","Valence",4,13.9489744753682
"sub-AR10IO04","NeutralCouple","Arousal",9,3.76797431015439
"sub-AR10IO04","PositiveManWoman","Valence",9,3.98468650400901
"sub-AR10IO04","PositiveManWoman","Arousal",5,3.36556540596757
"sub-AR10IO04","EroticMan","Valence",3,10.0494455734897
"sub-AR10IO04","EroticMan","Arousal",7,8.2132401509698
"sub-AR10IO04","EroticWoman","Valence",6,5.89807374281736
"sub-AR10IO04","EroticWoman","Arousal",5,3.99278547792346
"sub-AR10IO04","Tree","Valence",9,3.22462221523529
"sub-AR10IO04","Tree","Arousal",9,1.02933063003911
"sub-AS06AR20","NeutralManWoman","Valence",5,16.5392090643363
"sub-AS06AR20","NeutralManWoman","Arousal",5,2.85014102087916
"sub-AS06AR20","EroticCouple","Valence",7,6.76160126851573
"sub-AS06AR20","EroticCouple","Arousal",6,4.19985099317455
"sub-AS06AR20","NeutralCouple","Valence",8,4.5693911246326
"sub-AS06AR20","NeutralCouple","Arousal",9,3.26214456933303
"sub-AS06AR20","EroticWoman","Valence",9,5.0517354516287
"sub-AS06AR20","EroticWoman","Arousal",4,4.31783065820127
"sub-AS06AR20","Tree","Valence",9,3.1847982891486
"sub-AS06AR20","Tree","Arousal",9,1.123438651588
"sub-AS06AR20","EroticMan","Valence",1,7.88246517454536
"sub-AS06AR20","EroticMan","Arousal",8,9.62724432308278
"sub-AS06AR20","PositiveManWoman","Valence",8,4.67681843810351
"sub-AS06AR20","PositiveManWoman","Arousal",9,3.05174154532142
"sub-AS06FR30","EroticCouple","Valence",4,64.3593148000073
"sub-AS06FR30","EroticCouple","Arousal",2,9.7012332000304
"sub-AS06FR30","EroticMan","Valence",5,9.20047169993632
"sub-AS06FR30","EroticMan","Arousal",7,9.85620649997145
"sub-AS06FR30","NeutralManWoman","Valence",5,9.43511829990894
"sub-AS06FR30","NeutralManWoman","Arousal",9,4.78629399999045
"sub-AS06FR30","NeutralCouple","Valence",7,9.46033250004984
"sub-AS06FR30","NeutralCouple","Arousal",9,4.05081939999945
"sub-AS06FR30","Tree","Valence",9,7.12392559996806
"sub-AS06FR30","Tree","Arousal",9,6.44057510001585
"sub-AS06FR30","EroticWoman","Valence",7,9.12205839995295
"sub-AS06FR30","EroticWoman","Arousal",3,7.28667819988914
"sub-AS06FR30","PositiveManWoman","Valence",7,9.45320670004003
"sub-AS06FR30","PositiveManWoman","Arousal",9,2.54922779998742
"sub-AT05LI18","EroticMan","Valence",7,9.8223981000483
"sub-AT05LI18","EroticMan","Arousal",6,5.75098020001315
"sub-AT05LI18","NeutralManWoman","Valence",5,4.73163139994722
"sub-AT05LI18","NeutralManWoman","Arousal",9,3.09600390004925
"sub-AT05LI18","PositiveManWoman","Valence",7,6.66349429998081
"sub-AT05LI18","PositiveManWoman","Arousal",8,5.38256009994075
"sub-AT05LI18","EroticWoman","Valence",9,4.42366680002306
"sub-AT05LI18","EroticWoman","Arousal",3,5.78632029995788
"sub-AT05LI18","NeutralCouple","Valence",7,5.09623470006045
"sub-AT05LI18","NeutralCouple","Arousal",8,3.80989219993353
"sub-AT05LI18","EroticCouple","Valence",8,5.88648270000704
"sub-AT05LI18","EroticCouple","Arousal",4,4.70490979996976
"sub-AT05LI18","Tree","Valence",9,5.21772710001096
"sub-AT05LI18","Tree","Arousal",9,1.66575220006052
"sub-AT06ED25","EroticWoman","Valence",5,22.5716141000012
"sub-AT06ED25","EroticWoman","Arousal",9,13.5215977999997
"sub-AT06ED25","PositiveManWoman","Valence",5,3.40777310000158
"sub-AT06ED25","PositiveManWoman","Arousal",9,2.92442859999937
"sub-AT06ED25","EroticCouple","Valence",5,2.59051670000008
"sub-AT06ED25","EroticCouple","Arousal",9,1.64455760000055
"sub-AT06ED25","NeutralManWoman","Valence",5,1.76434750000044
"sub-AT06ED25","NeutralManWoman","Arousal",9,1.38606640000035
"sub-AT06ED25","EroticMan","Valence",5,2.85829459999877
"sub-AT06ED25","EroticMan","Arousal",9,1.91661279999971
"sub-AT06ED25","NeutralCouple","Valence",5,2.16960690000087
"sub-AT06ED25","NeutralCouple","Arousal",9,1.13403629999993
"sub-AT06ED25","Tree","Valence",5,2.88383939999949
"sub-AT06ED25","Tree","Arousal",9,1.24273709999943
"sub-AU05IN13","NeutralManWoman","Valence",5,32.4454427000601
"sub-AU05IN13","NeutralManWoman","Arousal",9,7.81708019995131
"sub-AU05IN13","NeutralCouple","Valence",7,15.0502977999859
"sub-AU05IN13","NeutralCouple","Arousal",7,6.93262360012159
"sub-AU05IN13","Tree","Valence",9,5.47898410004564
"sub-AU05IN13","Tree","Arousal",9,4.08006049995311
"sub-AU05IN13","PositiveManWoman","Valence",9,3.71660030004568
