Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FZ,P3_PZ,FMT_FZ
209,0.66,1,0.23871,sub-AA06WI11,Hamburg_Riesel,HRBL,-7.1205,-7.4875,-2.0906
210,0.33,1,0.2673,sub-AA06WI11,Hamburg_Riesel,HRBL,33.3614,5.1422,4.7021
212,1,1,0.28138,sub-AA06WI11,Hamburg_Riesel,HRBL,19.9685,-20.0301,-1.5001
214,0.33,1,0.33404,sub-AA06WI11,Hamburg_Riesel,HRBL,7.9343,15.2633,-8.0147
215,1,1,0.25106,sub-AA06WI11,Hamburg_Riesel,HRBL,-7.3653,29.1903,-3.0987
216,1,1,0.23702,sub-AA06WI11,Hamburg_Riesel,HRBL,-18.1649,12.9481,3.8619
217,0.33,1,0.33584,sub-AA06WI11,Hamburg_Riesel,HRBL,-11.3847,42.6198,3.1937
219,1,1,0.26681,sub-AA06WI11,Hamburg_Riesel,HRBL,1.2678,-9.3772,-6.2045
220,1,1,0.28645,sub-AA06WI11,Hamburg_Riesel,HRBL,-3.921,25.0202,0.037415
221,0.66,1,0.28628,sub-AA06WI11,Hamburg_Riesel,HRBL,-4.0841,39.8174,7.0479
222,1,1,0.2916,sub-AA06WI11,Hamburg_Riesel,HRBL,42.0357,10.2159,-0.34937
223,1,1,0.25258,sub-AA06WI11,Hamburg_Riesel,HRBL,40.6359,59.2412,-3.1371
225,0.66,1,0.27245,sub-AA06WI11,Hamburg_Riesel,HRBL,-25.4266,35.9126,1.9118
226,1,1,0.22776,sub-AA06WI11,Hamburg_Riesel,HRBL,15.8289,7.4136,-5.151
228,1,1,0.29828,sub-AA06WI11,Hamburg_Riesel,HRBL,-42.1597,19.4566,-3.7358
229,0.33,1,0.22616,sub-AA06WI11,Hamburg_Riesel,HRBL,18.5091,7.0305,1.3916
230,0.33,1,0.30978,sub-AA06WI11,Hamburg_Riesel,HRBL,-1.3646,12.9595,5.4833
231,1,1,0.27713,sub-AA06WI11,Hamburg_Riesel,HRBL,-29.9312,-9.0202,6.3244
232,1,1,0.25844,sub-AA06WI11,Hamburg_Riesel,HRBL,-35.2035,35.3396,-5.5399
234,0.33,1,0.31551,sub-AA06WI11,Hamburg_Riesel,HRBL,-13.2991,2.0667,-2.7653
235,1,1,0.27275,sub-AA06WI11,Hamburg_Riesel,HRBL,-26.1914,50.2798,6.8843
236,1,1,0.27404,sub-AA06WI11,Hamburg_Riesel,HRBL,13.1098,-29.8608,-2.9526
237,0.33,1,0.25348,sub-AA06WI11,Hamburg_Riesel,HRBL,42.0815,18.2287,3.267
239,0.33,1,0.26308,sub-AA06WI11,Hamburg_Riesel,HRBL,10.8451,13.7078,0.047301
241,1,1,0.25505,sub-AA06WI11,Hamburg_Riesel,HRBL,-28.4233,3.6298,-4.9849
242,0.66,1,0.29742,sub-AA06WI11,Hamburg_Riesel,HRBL,-6.91,-5.0766,5.8711
243,0,1,0.39264,sub-AA06WI11,Hamburg_Riesel,HRBL,10.1747,15.8369,0.41392
244,1,1,0.5218,sub-AA06WI11,Hamburg_Riesel,HRBL,6.4459,6.8433,2.0548
245,1,1,0.28395,sub-AA06WI11,Hamburg_Riesel,HRBL,8.8393,28.0223,2.7726
246,1,1,0.31136,sub-AA06WI11,Hamburg_Riesel,HRBL,1.4516,5.999,-0.12416
247,1,1,0.24656,sub-AA06WI11,Hamburg_Riesel,HRBL,-9.9622,25.6887,-5.1097
249,0,1,0.27773,sub-AA06WI11,Hamburg_Riesel,HRBL,4.06,-9.6368,-8.2381
250,1,1,0.27395,sub-AA06WI11,Hamburg_Riesel,HRBL,-39.5478,11.5726,-2.4543
252,1,1,0.26983,sub-AA06WI11,Hamburg_Riesel,HRBL,-4.4397,-8.5655,1.8443
253,1,1,0.3367,sub-AA06WI11,Hamburg_Riesel,HRBL,6.2502,3.3838,-1.5835
254,1,1,0.24224,sub-AA06WI11,Hamburg_Riesel,HRBL,-14.8535,16.5646,2.9575
257,1,1,0.23915,sub-AA06WI11,Hamburg_Riesel,HRBL,6.8405,-13.855,2.5272
260,0.33,1,0.15552,sub-AA06WI11,Hamburg_Riesel,HRBL,-31.4097,1.018,3.5841
261,1,1,0.22382,sub-AA06WI11,Hamburg_Riesel,HRBL,-39.3772,-3.2401,0.20169
263,1,1,0.34659,sub-AA06WI11,Hamburg_Riesel,HRBL,29.9218,42.3907,-3.9865
264,1,1,0.27993,sub-AA06WI11,Hamburg_Riesel,HRBL,-0.8626,-25.6568,7.1032
266,1,1,0.36344,sub-AA06WI11,Hamburg_Riesel,HRBL,-9.0002,21.9278,-3.4563
268,1,1,0.29487,sub-AA06WI11,Hamburg_Riesel,HRBL,16.8879,10.5601,5.4753
269,0.66,1,0.29484,sub-AA06WI11,Hamburg_Riesel,HRBL,8.6889,-17.6937,1.082
270,1,1,0.21739,sub-AA06WI11,Hamburg_Riesel,HRBL,-47.507,-50.6369,-6.3604
271,1,1,0.29144,sub-AA06WI11,Hamburg_Riesel,HRBL,-1.9183,33.9621,7.2628
273,0.33,1,0.3047,sub-AA06WI11,Hamburg_Riesel,HRBL,1.3355,19.8651,1.7434
275,0,1,0.36518,sub-AA06WI11,Hamburg_Riesel,HRBL,-9.603,22.6057,1.2956
276,1,1,0.35644,sub-AA06WI11,Hamburg_Riesel,HRBL,-3.8882,3.0362,5.1245
277,1,1,0.19584,sub-AA06WI11,Hamburg_Riesel,HRBL,11.3959,-3.4116,-3.0494
278,1,1,0.26985,sub-AA06WI11,Hamburg_Riesel,HRBL,-28.3655,-14.3937,1.3874
279,1,1,0.29444,sub-AA06WI11,Hamburg_Riesel,HRBL,-42.3684,31.5587,2.8023
280,1,1,0.20666,sub-AA06WI11,Hamburg_Riesel,HRBL,-10.5473,-14.6753,-3.9577
282,1,1,0.30693,sub-AA06WI11,Hamburg_Riesel,HRBL,-18.1794,-10.2642,3.8529
283,0.66,1,0.2795,sub-AA06WI11,Hamburg_Riesel,HRBL,-9.7913,-41.8786,6.1419
284,1,1,0.3295,sub-AA06WI11,Hamburg_Riesel,HRBL,-1.3125,26.6074,1.1183
286,0,1,0.26976,sub-AA06WI11,Hamburg_Riesel,HRBL,14.5736,-40.2047,9.2242
287,0.66,1,0.26867,sub-AA06WI11,Hamburg_Riesel,HRBL,25.5004,53.1552,0.96396
289,1,1,0.41962,sub-AG04EN28,Marburg,MBSB,-370.7076,-581.7943,-15.7184
290,1,1,0.29845,sub-AG04EN28,Marburg,MBSB,-119.9618,151.9122,-9.9601
291,1,1,0.30946,sub-AG04EN28,Marburg,MBSB,286.7746,192.5031,-1.3868
292,0.33,1,0.25244,sub-AG04EN28,Marburg,MBSB,379.116,244.3566,-1.5038
293,1,1,0.18475,sub-AG04EN28,Marburg,MBSB,-131.2108,-174.7921,-2.8144
294,1,1,0.25529,sub-AG04EN28,Marburg,MBSB,93.5906,297.4534,3.0621
296,1,1,0.26489,sub-AG04EN28,Marburg,MBSB,251.6742,99.211,-11.5311
297,1,1,0.27619,sub-AG04EN28,Marburg,MBSB,-83.3587,28.4226,12.1172
298,1,1,0.21415,sub-AG04EN28,Marburg,MBSB,407.2169,254.1956,-1.3194
299,1,1,0.26277,sub-AG04EN28,Marburg,MBSB,-79.2506,-123.0749,-8.3468
300,1,1,0.23899,sub-AG04EN28,Marburg,MBSB,-90.4433,-149.0553,2.5396
301,1,1,0.27218,sub-AG04EN28,Marburg,MBSB,-351.7645,-327.9862,-5.1603
302,0.33,1,0.27416,sub-AG04EN28,Marburg,MBSB,28.0909,289.5904,7.1122
303,1,1,0.30884,sub-AG04EN28,Marburg,MBSB,296.5304,210.9055,-1.4342
304,1,1,0.27294,sub-AG04EN28,Marburg,MBSB,138.1134,74.583,0.25286
305,1,1,0.22159,sub-AG04EN28,Marburg,MBSB,616.2983,377.4796,-4.6068
307,1,1,0.3619,sub-AG04EN28,Marburg,MBSB,351.4976,206.3724,6.0229
308,1,1,0.28216,sub-AG04EN28,Marburg,MBSB,298.9677,213.8575,-6.0832
309,0.66,1,0.35497,sub-AG04EN28,Marburg,MBSB,-36.9266,94.4814,2.2103
310,0.33,1,0.2159,sub-AG04EN28,Marburg,MBSB,8.6934,-25.8793,3.3489
311,0.66,1,0.32546,sub-AG04EN28,Marburg,MBSB,379.043,58.4064,-6.2579
312,0.66,1,0.2808,sub-AG04EN28,Marburg,MBSB,344.7885,361.8002,0.36289
313,1,1,0.30512,sub-AG04EN28,Marburg,MBSB,-46.4532,-33.3405,-3.7084
314,0.66,1,0.37467,sub-AG04EN28,Marburg,MBSB,-29.2254,128.4119,2.5723
316,1,1,0.2564,sub-AG04EN28,Marburg,MBSB,69.5678,-38.7471,4.4627
317,0.66,1,0.20673,sub-AG04EN28,Marburg,MBSB,234.6073,109.3834,5.5401
318,0.66,1,0.34975,sub-AG04EN28,Marburg,MBSB,-314.6859,-178.5333,0.93271
319,1,1,0.23131,sub-AG04EN28,Marburg,MBSB,401.1055,243.1579,10.4447
320,1,1,0.25384,sub-AG04EN28,Marburg,MBSB,-217.2643,-275.0473,-3.7074
321,1,1,0.24297,sub-AG04EN28,Marburg,MBSB,-42.7396,-127.3692,-0.43218
322,1,1,0.26507,sub-AG04EN28,Marburg,MBSB,131.9387,35.1346,5.3001
323,0.33,1,0.34543,sub-AG04EN28,Marburg,MBSB,-564.3001,-380.3331,11.7324
324,1,1,0.17182,sub-AG04EN28,Marburg,MBSB,122.2641,-0.62316,5.8035
326,1,1,0.23574,sub-AG04EN28,Marburg,MBSB,77.0967,-21.6127,2.8284
327,0.33,1,0.34772,sub-AG04EN28,Marburg,MBSB,493.2441,283.9097,-5.8026
329,0.33,1,0.3848,sub-AG04EN28,Marburg,MBSB,-134.7227,70.8151,6.9919
330,0.66,1,0.24563,sub-AG04EN28,Marburg,MBSB,245.8196,171.9974,-1.9805
331,0,1,0.39462,sub-AG04EN28,Marburg,MBSB,-177.8504,-109.7927,0.1054
332,1,1,0.3276,sub-AG04EN28,Marburg,MBSB,51.7258,248.2607,6.3517
333,1,1,0.27452,sub-AG04EN28,Marburg,MBSB,171.8382,114.0211,-2.2566
335,1,1,0.25925,sub-AG04EN28,Marburg,MBSB,226.7247,173.9729,2.0029
336,1,1,0.28411,sub-AG04EN28,Marburg,MBSB,289.4481,207.5073,5.2174
337,1,1,0.23411,sub-AG04EN28,Marburg,MBSB,503.9706,403.1095,-4.792
338,0.66,1,0.27226,sub-AG04EN28,Marburg,MBSB,246.255,-35.9162,8.5719
339,0.66,1,0.24725,sub-AG04EN28,Marburg,MBSB,474.7697,384.854,5.4896
340,1,1,0.22116,sub-AG04EN28,Marburg,MBSB,243.9795,114.5558,-2.8098
341,1,1,0.2477,sub-AG04EN28,Marburg,MBSB,77.4284,106.4271,4.1337
343,0.33,1,0.32524,sub-AG04EN28,Marburg,MBSB,-179.9957,-81.2483,-1.2936
344,1,1,0.34726,sub-AG04EN28,Marburg,MBSB,13.778,57.0429,-11.5829
