"Onset","Duration","Participant","date_time","Running","Trial","Event","MoneyMagnitude","CardNumber","Feedback","Response","RT","Post_Trial"
214.252684399995,1,"IA6LI11","2022_Jan_05_1046","Practice",5,"Feedback",0,5,"reward",2,1.24720209999941,"post_reward"
215.267173100001,3.92776153513176,"IA6LI11","2022_Jan_05_1046","Practice",6,"Fixation",50,8,"reward",4,2.13132129999576,"post_reward"
219.190169999987,0.5,"IA6LI11","2022_Jan_05_1046","Practice",6,"Money",50,8,"reward",4,2.13132129999576,"post_reward"
219.690756999989,2.13132129999576,"IA6LI11","2022_Jan_05_1046","Practice",6,"Choice",50,8,"reward",4,2.13132129999576,"post_reward"
221.822078299985,0,"IA6LI11","2022_Jan_05_1046","Practice",6,"Response",50,8,"reward",4,2.13132129999576,"post_reward"
223.8273682,1,"IA6LI11","2022_Jan_05_1046","Practice",6,"Feedback",50,8,"reward",4,2.13132129999576,"post_reward"
224.838825300001,4.36323578880225,"IA6LI11","2022_Jan_05_1046","Practice",7,"Fixation",50,3,"reward",2,1.16569449999952,"post_reward"
229.181969599987,0.5,"IA6LI11","2022_Jan_05_1046","Practice",7,"Money",50,3,"reward",2,1.16569449999952,"post_reward"
229.682245199991,1.16569449999952,"IA6LI11","2022_Jan_05_1046","Practice",7,"Choice",50,3,"reward",2,1.16569449999952,"post_reward"
230.84793969999,0,"IA6LI11","2022_Jan_05_1046","Practice",7,"Response",50,3,"reward",2,1.16569449999952,"post_reward"
232.851716999998,1,"IA6LI11","2022_Jan_05_1046","Practice",7,"Feedback",50,3,"reward",2,1.16569449999952,"post_reward"
233.855163,2.73096924528703,"IA6LI11","2022_Jan_05_1046","Practice",8,"Fixation",10,4,"reward",2,1.10800740000559,"post_reward"
236.587948999993,0.5,"IA6LI11","2022_Jan_05_1046","Practice",8,"Money",10,4,"reward",2,1.10800740000559,"post_reward"
237.088537099989,1.10800740000559,"IA6LI11","2022_Jan_05_1046","Practice",8,"Choice",10,4,"reward",2,1.10800740000559,"post_reward"
238.196544499995,0,"IA6LI11","2022_Jan_05_1046","Practice",8,"Response",10,4,"reward",2,1.10800740000559,"post_reward"
240.207661599998,1,"IA6LI11","2022_Jan_05_1046","Practice",8,"Feedback",10,4,"reward",2,1.10800740000559,"post_reward"
241.211462699997,2.74074630249068,"IA6LI11","2022_Jan_05_1046","Practice",9,"Fixation",10,5,"loss",4,5.99005220000981,"post_reward"
243.944227499989,0.5,"IA6LI11","2022_Jan_05_1046","Practice",9,"Money",10,5,"loss",4,5.99005220000981,"post_reward"
244.444577799994,5.99005220000981,"IA6LI11","2022_Jan_05_1046","Practice",9,"Choice",10,5,"loss",4,5.99005220000981,"post_reward"
250.434630000003,0,"IA6LI11","2022_Jan_05_1046","Practice",9,"Response",10,5,"loss",4,5.99005220000981,"post_reward"
252.434724099992,1,"IA6LI11","2022_Jan_05_1046","Practice",9,"Feedback",10,5,"loss",4,5.99005220000981,"post_reward"
277.237572400001,4.07062823587448,"IA6LI11","2022_Jan_05_1046","MainTask",0,"Fixation",10,4,"reward",2,0.784120599986636,NA
281.291825299995,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",0,"Money",10,4,"reward",2,0.784120599986636,NA
281.79238069999,0.784120599986636,"IA6LI11","2022_Jan_05_1046","MainTask",0,"Choice",10,4,"reward",2,0.784120599986636,NA
282.576501299976,0,"IA6LI11","2022_Jan_05_1046","MainTask",0,"Response",10,4,"reward",2,0.784120599986636,NA
284.578013399994,1,"IA6LI11","2022_Jan_05_1046","MainTask",0,"Feedback",10,4,"reward",2,0.784120599986636,NA
285.633328600001,4.05092215216195,"IA6LI11","2022_Jan_05_1046","MainTask",1,"Fixation",50,3,"reward",2,0.998543299996527,"post_reward"
289.682036099999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",1,"Money",50,3,"reward",2,0.998543299996527,"post_reward"
290.182511399995,0.998543299996527,"IA6LI11","2022_Jan_05_1046","MainTask",1,"Choice",50,3,"reward",2,0.998543299996527,"post_reward"
291.181054699991,0,"IA6LI11","2022_Jan_05_1046","MainTask",1,"Response",50,3,"reward",2,0.998543299996527,"post_reward"
293.201795799992,1,"IA6LI11","2022_Jan_05_1046","MainTask",1,"Feedback",50,3,"reward",2,0.998543299996527,"post_reward"
294.244392299996,3.31363334503666,"IA6LI11","2022_Jan_05_1046","MainTask",2,"Fixation",10,5,"loss",2,2.72368979999737,"post_break"
297.538951099996,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",2,"Money",10,5,"loss",2,2.72368979999737,"post_break"
298.039086199991,2.72368979999737,"IA6LI11","2022_Jan_05_1046","MainTask",2,"Choice",10,5,"loss",2,2.72368979999737,"post_break"
300.762775999989,0,"IA6LI11","2022_Jan_05_1046","MainTask",2,"Response",10,5,"loss",2,2.72368979999737,"post_break"
302.809827399993,1,"IA6LI11","2022_Jan_05_1046","MainTask",2,"Feedback",10,5,"loss",2,2.72368979999737,"post_break"
303.847316999992,3.36546105193244,"IA6LI11","2022_Jan_05_1046","MainTask",3,"Fixation",10,5,"loss",2,1.09075529999973,"post_break"
307.213380699992,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",3,"Money",10,5,"loss",2,1.09075529999973,"post_break"
307.713893399996,1.09075529999973,"IA6LI11","2022_Jan_05_1046","MainTask",3,"Choice",10,5,"loss",2,1.09075529999973,"post_break"
308.804648699996,0,"IA6LI11","2022_Jan_05_1046","MainTask",3,"Response",10,5,"loss",2,1.09075529999973,"post_break"
310.833046399988,1,"IA6LI11","2022_Jan_05_1046","MainTask",3,"Feedback",10,5,"loss",2,1.09075529999973,"post_break"
311.865038399992,3.80756340018139,"IA6LI11","2022_Jan_05_1046","MainTask",4,"Fixation",10,5,"loss",4,3.09379199999967,"post_break"
315.670544699999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",4,"Money",10,5,"loss",4,3.09379199999967,"post_break"
316.170802099994,3.09379199999967,"IA6LI11","2022_Jan_05_1046","MainTask",4,"Choice",10,5,"loss",4,3.09379199999967,"post_break"
319.264594099994,0,"IA6LI11","2022_Jan_05_1046","MainTask",4,"Response",10,5,"loss",4,3.09379199999967,"post_break"
321.291686099998,1,"IA6LI11","2022_Jan_05_1046","MainTask",4,"Feedback",10,5,"loss",4,3.09379199999967,"post_break"
322.326951800002,3.35001967268401,"IA6LI11","2022_Jan_05_1046","MainTask",5,"Fixation",10,4,"loss",2,1.03268160000152,"post_loss"
325.678637699995,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",5,"Money",10,4,"loss",2,1.03268160000152,"post_loss"
326.179271199988,1.03268160000152,"IA6LI11","2022_Jan_05_1046","MainTask",5,"Choice",10,4,"loss",2,1.03268160000152,"post_loss"
327.211952799989,0,"IA6LI11","2022_Jan_05_1046","MainTask",5,"Response",10,4,"loss",2,1.03268160000152,"post_loss"
329.231811299993,1,"IA6LI11","2022_Jan_05_1046","MainTask",5,"Feedback",10,4,"loss",2,1.03268160000152,"post_loss"
330.255075199995,3.62458657947322,"IA6LI11","2022_Jan_05_1046","MainTask",6,"Fixation",10,5,"reward",2,0.776700699992944,"post_loss"
333.885682499997,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",6,"Money",10,5,"reward",2,0.776700699992944,"post_loss"
334.38593579999,0.776700699992944,"IA6LI11","2022_Jan_05_1046","MainTask",6,"Choice",10,5,"reward",2,0.776700699992944,"post_loss"
335.162636499983,0,"IA6LI11","2022_Jan_05_1046","MainTask",6,"Response",10,5,"reward",2,0.776700699992944,"post_loss"
337.221815299999,1,"IA6LI11","2022_Jan_05_1046","MainTask",6,"Feedback",10,5,"reward",2,0.776700699992944,"post_loss"
338.242512299999,3.94718578914042,"IA6LI11","2022_Jan_05_1046","MainTask",7,"Fixation",0,4,"loss",2,0.889066600007936,"post_reward"
342.19262609999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",7,"Money",0,4,"loss",2,0.889066600007936,"post_reward"
342.692609599995,0.889066600007936,"IA6LI11","2022_Jan_05_1046","MainTask",7,"Choice",0,4,"loss",2,0.889066600007936,"post_reward"
343.581676200003,0,"IA6LI11","2022_Jan_05_1046","MainTask",7,"Response",0,4,"loss",2,0.889066600007936,"post_reward"
345.662127399992,1,"IA6LI11","2022_Jan_05_1046","MainTask",7,"Feedback",0,4,"loss",2,0.889066600007936,"post_reward"
346.6312951,3.15286952685832,"IA6LI11","2022_Jan_05_1046","MainTask",8,"Fixation",10,3,"reward",2,0.62217669999518,"post_loss"
349.782262699999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",8,"Money",10,3,"reward",2,0.62217669999518,"post_loss"
350.282498299988,0.62217669999518,"IA6LI11","2022_Jan_05_1046","MainTask",8,"Choice",10,3,"reward",2,0.62217669999518,"post_loss"
350.904674999983,0,"IA6LI11","2022_Jan_05_1046","MainTask",8,"Response",10,3,"reward",2,0.62217669999518,"post_loss"
352.951443999991,1,"IA6LI11","2022_Jan_05_1046","MainTask",8,"Feedback",10,3,"reward",2,0.62217669999518,"post_loss"
354.017580999993,4.09207394019704,"IA6LI11","2022_Jan_05_1046","MainTask",9,"Fixation",0,6,"reward",4,2.32064359998913,"post_reward"
358.105759599988,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",9,"Money",0,6,"reward",4,2.32064359998913,"post_reward"
358.606112699999,2.32064359998913,"IA6LI11","2022_Jan_05_1046","MainTask",9,"Choice",0,6,"reward",4,2.32064359998913,"post_reward"
360.926756299988,0,"IA6LI11","2022_Jan_05_1046","MainTask",9,"Response",0,6,"reward",4,2.32064359998913,"post_reward"
362.959791099987,1,"IA6LI11","2022_Jan_05_1046","MainTask",9,"Feedback",0,6,"reward",4,2.32064359998913,"post_reward"
363.97316709999,4.19912972371188,"IA6LI11","2022_Jan_05_1046","MainTask",10,"Fixation",50,4,"reward",2,1.3112439999968,"post_reward"
368.164084499993,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",10,"Money",50,4,"reward",2,1.3112439999968,"post_reward"
368.664470999996,1.3112439999968,"IA6LI11","2022_Jan_05_1046","MainTask",10,"Choice",50,4,"reward",2,1.3112439999968,"post_reward"
369.975714999993,0,"IA6LI11","2022_Jan_05_1046","MainTask",10,"Response",50,4,"reward",2,1.3112439999968,"post_reward"
372.000597699996,1,"IA6LI11","2022_Jan_05_1046","MainTask",10,"Feedback",50,4,"reward",2,1.3112439999968,"post_reward"
373.047969099993,3.14017436840508,"IA6LI11","2022_Jan_05_1046","MainTask",11,"Fixation",10,3,"loss",2,0.960850400006166,"post_reward"
376.170872399991,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",11,"Money",10,3,"loss",2,0.960850400006166,"post_reward"
376.671021599992,0.960850400006166,"IA6LI11","2022_Jan_05_1046","MainTask",11,"Choice",10,3,"loss",2,0.960850400006166,"post_reward"
377.631871999998,0,"IA6LI11","2022_Jan_05_1046","MainTask",11,"Response",10,3,"loss",2,0.960850400006166,"post_reward"
379.690431800002,1,"IA6LI11","2022_Jan_05_1046","MainTask",11,"Feedback",10,3,"loss",2,0.960850400006166,"post_reward"
380.721383899989,3.17124420809754,"IA6LI11","2022_Jan_05_1046","MainTask",12,"Fixation",0,8,"loss",4,2.28807300000335,"post_loss"
383.877273799997,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",12,"Money",0,8,"loss",4,2.28807300000335,"post_loss"
384.377567299991,2.28807300000335,"IA6LI11","2022_Jan_05_1046","MainTask",12,"Choice",0,8,"loss",4,2.28807300000335,"post_loss"
386.665640299994,0,"IA6LI11","2022_Jan_05_1046","MainTask",12,"Response",0,8,"loss",4,2.28807300000335,"post_loss"
388.697771799998,1,"IA6LI11","2022_Jan_05_1046","MainTask",12,"Feedback",0,8,"loss",4,2.28807300000335,"post_loss"
389.700882899997,3.08576160639492,"IA6LI11","2022_Jan_05_1046","MainTask",13,"Fixation",50,7,"loss",4,1.87276080000447,"post_loss"
392.784730399988,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",13,"Money",50,7,"loss",4,1.87276080000447,"post_loss"
393.284836099992,1.87276080000447,"IA6LI11","2022_Jan_05_1046","MainTask",13,"Choice",50,7,"loss",4,1.87276080000447,"post_loss"
395.157596899997,0,"IA6LI11","2022_Jan_05_1046","MainTask",13,"Response",50,7,"loss",4,1.87276080000447,"post_loss"
397.188215699993,1,"IA6LI11","2022_Jan_05_1046","MainTask",13,"Feedback",50,7,"loss",4,1.87276080000447,"post_loss"
398.241912099998,3.80657918534574,"IA6LI11","2022_Jan_05_1046","MainTask",14,"Fixation",50,4,"reward",2,0.936827900004573,"post_loss"
402.042387199996,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",14,"Money",50,4,"reward",2,0.936827900004573,"post_loss"
402.5428904,0.936827900004573,"IA6LI11","2022_Jan_05_1046","MainTask",14,"Choice",50,4,"reward",2,0.936827900004573,"post_loss"
403.479718300005,0,"IA6LI11","2022_Jan_05_1046","MainTask",14,"Response",50,4,"reward",2,0.936827900004573,"post_loss"
405.5285038,1,"IA6LI11","2022_Jan_05_1046","MainTask",14,"Feedback",50,4,"reward",2,0.936827900004573,"post_loss"
406.5781441,4.34834517711151,"IA6LI11","2022_Jan_05_1046","MainTask",15,"Fixation",50,5,"reward",2,1.06604199999128,"post_reward"
410.916215299992,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",15,"Money",50,5,"reward",2,1.06604199999128,"post_reward"
411.416914599991,1.06604199999128,"IA6LI11","2022_Jan_05_1046","MainTask",15,"Choice",50,5,"reward",2,1.06604199999128,"post_reward"
412.482956599983,0,"IA6LI11","2022_Jan_05_1046","MainTask",15,"Response",50,5,"reward",2,1.06604199999128,"post_reward"
414.502458499992,1,"IA6LI11","2022_Jan_05_1046","MainTask",15,"Feedback",50,5,"reward",2,1.06604199999128,"post_reward"
415.5347626,3.69550721356586,"IA6LI11","2022_Jan_05_1046","MainTask",16,"Fixation",50,5,"reward",2,0.877924799991888,"post_reward"
419.2233117,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",16,"Money",50,5,"reward",2,0.877924799991888,"post_reward"
419.7236882,0.877924799991888,"IA6LI11","2022_Jan_05_1046","MainTask",16,"Choice",50,5,"reward",2,0.877924799991888,"post_reward"
420.601612999992,0,"IA6LI11","2022_Jan_05_1046","MainTask",16,"Response",50,5,"reward",2,0.877924799991888,"post_reward"
422.625936500001,1,"IA6LI11","2022_Jan_05_1046","MainTask",16,"Feedback",50,5,"reward",2,0.877924799991888,"post_reward"
423.664931599997,3.31235874323861,"IA6LI11","2022_Jan_05_1046","MainTask",17,"Fixation",0,5,"reward",2,0.657600700011244,"post_reward"
426.979662699989,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",17,"Money",0,5,"reward",2,0.657600700011244,"post_reward"
427.479934099989,0.657600700011244,"IA6LI11","2022_Jan_05_1046","MainTask",17,"Choice",0,5,"reward",2,0.657600700011244,"post_reward"
428.1375348,0,"IA6LI11","2022_Jan_05_1046","MainTask",17,"Response",0,5,"reward",2,0.657600700011244,"post_reward"
430.16559959999,1,"IA6LI11","2022_Jan_05_1046","MainTask",17,"Feedback",0,5,"reward",2,0.657600700011244,"post_reward"
431.172067899999,2.86745576712977,"IA6LI11","2022_Jan_05_1046","MainTask",18,"Fixation",0,5,"reward",2,0.923740800004452,"post_reward"
434.03564419999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",18,"Money",0,5,"reward",2,0.923740800004452,"post_reward"
434.535908399994,0.923740800004452,"IA6LI11","2022_Jan_05_1046","MainTask",18,"Choice",0,5,"reward",2,0.923740800004452,"post_reward"
435.459649199998,0,"IA6LI11","2022_Jan_05_1046","MainTask",18,"Response",0,5,"reward",2,0.923740800004452,"post_reward"
437.4885087,1,"IA6LI11","2022_Jan_05_1046","MainTask",18,"Feedback",0,5,"reward",2,0.923740800004452,"post_reward"
438.489121099992,2.62823273205431,"IA6LI11","2022_Jan_05_1046","MainTask",19,"Fixation",50,5,"loss",2,0.728222299992922,"post_reward"
441.108048099995,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",19,"Money",50,5,"loss",2,0.728222299992922,"post_reward"
441.608388499997,0.728222299992922,"IA6LI11","2022_Jan_05_1046","MainTask",19,"Choice",50,5,"loss",2,0.728222299992922,"post_reward"
442.33661079999,0,"IA6LI11","2022_Jan_05_1046","MainTask",19,"Response",50,5,"loss",2,0.728222299992922,"post_reward"
444.394091499998,1,"IA6LI11","2022_Jan_05_1046","MainTask",19,"Feedback",50,5,"loss",2,0.728222299992922,"post_reward"
445.416828199988,4.04538002780472,"IA6LI11","2022_Jan_05_1046","MainTask",20,"Fixation",0,5,"reward",2,0.786357100005262,"post_loss"
449.465115999992,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",20,"Money",0,5,"reward",2,0.786357100005262,"post_loss"
449.965384799987,0.786357100005262,"IA6LI11","2022_Jan_05_1046","MainTask",20,"Choice",0,5,"reward",2,0.786357100005262,"post_loss"
450.751741899992,0,"IA6LI11","2022_Jan_05_1046","MainTask",20,"Response",0,5,"reward",2,0.786357100005262,"post_loss"
452.801230199999,1,"IA6LI11","2022_Jan_05_1046","MainTask",20,"Feedback",0,5,"reward",2,0.786357100005262,"post_loss"
453.804531099988,4.42467399970475,"IA6LI11","2022_Jan_05_1046","MainTask",21,"Fixation",0,5,"reward",2,0.722179200005485,"post_reward"
458.222399799997,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",21,"Money",0,5,"reward",2,0.722179200005485,"post_reward"
458.722651999997,0.722179200005485,"IA6LI11","2022_Jan_05_1046","MainTask",21,"Choice",0,5,"reward",2,0.722179200005485,"post_reward"
459.444831200002,0,"IA6LI11","2022_Jan_05_1046","MainTask",21,"Response",0,5,"reward",2,0.722179200005485,"post_reward"
461.47510869999,1,"IA6LI11","2022_Jan_05_1046","MainTask",21,"Feedback",0,5,"reward",2,0.722179200005485,"post_reward"
462.485552999991,2.72409475717358,"IA6LI11","2022_Jan_05_1046","MainTask",22,"Fixation",10,5,"reward",2,0.663635300006717,"post_reward"
465.194828299995,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",22,"Money",10,5,"reward",2,0.663635300006717,"post_reward"
465.695315099991,0.663635300006717,"IA6LI11","2022_Jan_05_1046","MainTask",22,"Choice",10,5,"reward",2,0.663635300006717,"post_reward"
466.358950399997,0,"IA6LI11","2022_Jan_05_1046","MainTask",22,"Response",10,5,"reward",2,0.663635300006717,"post_reward"
468.380701999995,1,"IA6LI11","2022_Jan_05_1046","MainTask",22,"Feedback",10,5,"reward",2,0.663635300006717,"post_reward"
469.437197199994,3.48228899147726,"IA6LI11","2022_Jan_05_1046","MainTask",23,"Fixation",50,5,"loss",2,0.765786699994351,"post_reward"
472.917981899998,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",23,"Money",50,5,"loss",2,0.765786699994351,"post_reward"
473.418341600001,0.765786699994351,"IA6LI11","2022_Jan_05_1046","MainTask",23,"Choice",50,5,"loss",2,0.765786699994351,"post_reward"
474.184128299996,0,"IA6LI11","2022_Jan_05_1046","MainTask",23,"Response",50,5,"loss",2,0.765786699994351,"post_reward"
476.23720969999,1,"IA6LI11","2022_Jan_05_1046","MainTask",23,"Feedback",50,5,"loss",2,0.765786699994351,"post_reward"
477.291650399988,4.26852392372839,"IA6LI11","2022_Jan_05_1046","MainTask",24,"Fixation",10,4,"loss",2,0.850990799997817,"post_loss"
481.558326099999,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",24,"Money",10,4,"loss",2,0.850990799997817,"post_loss"
482.05878159999,0.850990799997817,"IA6LI11","2022_Jan_05_1046","MainTask",24,"Choice",10,4,"loss",2,0.850990799997817,"post_loss"
482.909772399988,0,"IA6LI11","2022_Jan_05_1046","MainTask",24,"Response",10,4,"loss",2,0.850990799997817,"post_loss"
484.927788000001,1,"IA6LI11","2022_Jan_05_1046","MainTask",24,"Feedback",10,4,"loss",2,0.850990799997817,"post_loss"
485.963831599991,3.41479650694113,"IA6LI11","2022_Jan_05_1046","MainTask",25,"Fixation",0,4,"reward",2,0.684422200007248,"post_loss"
489.381689499991,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",25,"Money",0,4,"reward",2,0.684422200007248,"post_loss"
489.881921099994,0.684422200007248,"IA6LI11","2022_Jan_05_1046","MainTask",25,"Choice",0,4,"reward",2,0.684422200007248,"post_loss"
490.566343300001,0,"IA6LI11","2022_Jan_05_1046","MainTask",25,"Response",0,4,"reward",2,0.684422200007248,"post_loss"
492.600856399993,1,"IA6LI11","2022_Jan_05_1046","MainTask",25,"Feedback",0,4,"reward",2,0.684422200007248,"post_loss"
493.604153799999,3.70589280351592,"IA6LI11","2022_Jan_05_1046","MainTask",26,"Fixation",10,4,"reward",2,0.631735699993442,"post_reward"
497.304731799988,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",26,"Money",10,4,"reward",2,0.631735699993442,"post_reward"
497.805145599996,0.631735699993442,"IA6LI11","2022_Jan_05_1046","MainTask",26,"Choice",10,4,"reward",2,0.631735699993442,"post_reward"
498.436881299989,0,"IA6LI11","2022_Jan_05_1046","MainTask",26,"Response",10,4,"reward",2,0.631735699993442,"post_reward"
500.457520899989,1,"IA6LI11","2022_Jan_05_1046","MainTask",26,"Feedback",10,4,"reward",2,0.631735699993442,"post_reward"
501.508317699991,3.15205279854606,"IA6LI11","2022_Jan_05_1046","MainTask",27,"Fixation",0,4,"loss",2,0.539379399997415,"post_reward"
504.661257899992,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",27,"Money",0,4,"loss",2,0.539379399997415,"post_reward"
505.161307599992,0.539379399997415,"IA6LI11","2022_Jan_05_1046","MainTask",27,"Choice",0,4,"loss",2,0.539379399997415,"post_reward"
505.70068699999,0,"IA6LI11","2022_Jan_05_1046","MainTask",27,"Response",0,4,"loss",2,0.539379399997415,"post_reward"
507.7635802,1,"IA6LI11","2022_Jan_05_1046","MainTask",27,"Feedback",0,4,"loss",2,0.539379399997415,"post_reward"
508.756707199995,3.9783161350323,"IA6LI11","2022_Jan_05_1046","MainTask",28,"Fixation",10,5,"reward",2,0.831977399997413,"post_loss"
512.717702999988,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",28,"Money",10,5,"reward",2,0.831977399997413,"post_loss"
513.217940699993,0.831977399997413,"IA6LI11","2022_Jan_05_1046","MainTask",28,"Choice",10,5,"reward",2,0.831977399997413,"post_loss"
514.04991809999,0,"IA6LI11","2022_Jan_05_1046","MainTask",28,"Response",10,5,"reward",2,0.831977399997413,"post_loss"
516.0702685,1,"IA6LI11","2022_Jan_05_1046","MainTask",28,"Feedback",10,5,"reward",2,0.831977399997413,"post_loss"
517.122276499998,3.85353939710477,"IA6LI11","2022_Jan_05_1046","MainTask",29,"Fixation",10,4,"loss",2,0.717183299988392,"post_reward"
520.974575,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",29,"Money",10,4,"loss",2,0.717183299988392,"post_reward"
521.474844199998,0.717183299988392,"IA6LI11","2022_Jan_05_1046","MainTask",29,"Choice",10,4,"loss",2,0.717183299988392,"post_reward"
522.192027499987,0,"IA6LI11","2022_Jan_05_1046","MainTask",29,"Response",10,4,"loss",2,0.717183299988392,"post_reward"
524.243797499992,1,"IA6LI11","2022_Jan_05_1046","MainTask",29,"Feedback",10,4,"loss",2,0.717183299988392,"post_reward"
525.281768699992,4.02396520236416,"IA6LI11","2022_Jan_05_1046","MainTask",30,"Fixation",50,5,"reward",2,0.841109100001631,"post_loss"
529.298193099996,0.5,"IA6LI11","2022_Jan_05_1046","MainTask",30,"Money",50,5,"reward",2,0.841109100001631,"post_loss"
529.798439199993,0.841109100001631,"IA6LI11","2022_Jan_05_1046","MainTask",30,"Choice",50,5,"reward",2,0.841109100001631,"post_loss"
