Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,Target_resp.rt,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,39,0,117,1,,,,,,,,,,,,1,376.05717817911864,None,376.05717817911864,None,,,,101,111,375.3060758050615,375.8065232890003,375.7898202363085,375.8899066993072,4,1,375.7898202363085,None,375.8899066993072,None,375.7898202363085,None,False,None,None,None,None,None,None,None,None,0.22637611520985956,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,39,1,118,2,,,,,,,,,,,,0.9,378.2419592912138,None,378.2419592912138,None,,,,102,0,377.05759357490024,377.55800926239135,377.54132604601546,377.6414136758558,None,1,377.54132604601546,None,377.6414136758558,None,377.54132604601546,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,39,2,119,1,,,,,,,,,,,,1,379.9271584244834,None,379.9271584244834,None,,,,101,111,379.14271733017085,379.6431309756899,379.62644921786523,379.7265348057317,4,1,379.62644921786523,None,379.7265348057317,None,379.62644921786523,None,False,None,None,None,None,None,None,None,None,0.2547044155635376,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,40,0,120,2,,,,,,,,,,,,0.9,382.11193457749687,None,382.11193457749687,None,,,,102,0,380.92756623579044,381.42799505025505,381.41131329243035,381.51140179740287,None,1,381.41131329243035,None,381.51140179740287,None,381.41131329243035,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,40,1,121,0,,,,,,,,,,,,1,383.8138586417481,None,383.8138586417481,None,,,,101,111,383.0126908661932,383.51312376460555,383.49644317362254,383.596525260964,4,1,383.49644317362254,None,383.596525260964,None,383.49644317362254,None,False,None,None,None,None,None,None,None,None,0.2806660684655071,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,40,2,122,1,,,,,,,,,,,,1,385.59869558723585,None,385.59869558723585,None,,,,101,111,384.8142034435841,385.31466551304766,385.29798579719863,385.39807196848597,4,1,385.29798579719863,None,385.39807196848597,None,385.29798579719863,None,False,None,None,None,None,None,None,None,None,0.25508947345042543,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,41,0,123,1,,,,,,,,,,,,1,387.43360726895844,None,387.43360726895844,None,,,,101,111,386.5991118581496,387.0995325047188,387.0828504551846,387.1829456694977,4,1,387.0828504551846,None,387.1829456694977,None,387.0828504551846,None,False,None,None,None,None,None,None,None,None,0.31621770472884236,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,41,1,124,1,,,,,,,,,,,,1,389.218482428525,None,389.218482428525,None,,,,101,111,388.4340130382934,388.93443981078417,388.917759219803,389.017846557932,4,1,388.917759219803,None,389.017846557932,None,388.917759219803,None,False,None,None,None,None,None,None,None,None,0.2642649361623626,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,41,2,125,0,,,,,,,,,,,,1,390.9866562856605,None,390.9866562856605,None,,,,101,111,390.21887711285854,390.7193053439023,390.70262562805146,390.8027103407876,4,1,390.70262562805146,None,390.8027103407876,None,390.70262562805146,None,False,None,None,None,None,None,392.02042702919607,None,space,0.24637724704552966,45.4890290590356,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,42,0,126,2,,,,,,,,,,,,0.9,440.6788990611585,None,440.6788990611585,None,,,,102,0,439.4945243018192,439.9949583670732,439.97827310872344,440.0783584048804,None,1,439.97827310872344,None,440.0783584048804,None,439.97827310872344,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,42,1,127,1,,,,,,,,,,,,1,442.3641051954801,None,442.3641051954801,None,,,,101,111,441.5796410560379,442.0800780383979,442.0633971557054,442.1634815767302,4,1,442.0633971557054,None,442.1634815767302,None,442.0633971557054,None,False,None,None,None,None,None,None,None,None,0.2649487056223734,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,42,2,128,1,,,,,,,,,,,,1,444.11560983834534,None,444.11560983834534,None,,,,101,111,443.36451475705144,443.8649429880952,443.8482626888235,443.9483479849805,4,1,443.8482626888235,None,443.9483479849805,None,443.8482626888235,None,False,None,None,None,None,None,None,None,None,0.22005533165065572,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,43,0,129,1,,,,,,,,,,,,1,445.83377926148205,None,445.83377926148205,None,,,,101,111,445.11603748596826,445.616449381223,445.5997699570835,445.6998543781083,4,1,445.5997699570835,None,445.6998543781083,None,445.5997699570835,None,False,None,None,None,None,None,None,None,None,0.18950098831555806,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,43,1,130,2,,,,,,,,,,,,1,447.5352435899531,None,447.5352435899531,None,,,,102,120,446.8341797800258,447.3345910918597,447.317912251141,447.41799842242835,4,0,447.317912251141,None,447.41799842242835,None,447.317912251141,None,False,None,None,None,None,None,None,None,None,0.18335814817510254,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,43,2,131,2,,,,,,,,,,,,0.9,449.7199730692846,None,449.7199730692846,None,,,,102,0,448.535618729682,449.03605425348906,449.0193704536905,449.11945429129446,None,1,449.0193704536905,None,449.11945429129446,None,449.0193704536905,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,0,132,0,,,,,,,,,,,,1,451.3885309924917,None,451.3885309924917,None,,,,101,111,450.6207483191629,451.1211739248138,451.1044953758046,451.20457892169725,4,1,451.1044953758046,None,451.20457892169725,None,451.1044953758046,None,False,None,None,None,None,None,None,None,None,0.2347622092529491,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,1,133,0,,,,,,,,,,,,1,453.1733985675837,None,453.1733985675837,None,,,,101,111,452.388932677879,452.88936324260794,452.87268060965107,452.97276473896454,4,1,452.87268060965107,None,452.97276473896454,None,452.87268060965107,None,False,None,None,None,None,None,None,None,None,0.2585196974596329,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,44,2,134,1,,,,,,,,,,,,1,454.9249035021603,None,454.9249035021603,None,,,,101,111,454.1737990861293,454.67422556691054,454.6575458510597,454.7576331891887,4,1,454.6575458510597,None,454.7576331891887,None,454.6575458510597,None,False,None,None,None,None,None,None,None,None,0.2306473406497389,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,45,0,135,0,,,,,,,,,,,,1,456.6930744421916,None,456.6930744421916,None,,,,101,111,455.92529993675635,456.42572845951145,456.4090472851076,456.5091328729741,4,1,456.4090472851076,None,456.5091328729741,None,456.4090472851076,None,False,None,None,None,None,None,None,None,None,0.23611632948814076,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,45,1,136,0,,,,,,,,,,,,1,458.4278961603886,None,458.4278961603886,None,,,,101,111,457.6934840037611,458.19391398506923,458.17724185369116,458.27731810682235,4,1,458.17724185369116,None,458.27731810682235,None,458.17724185369116,None,False,None,None,None,None,None,None,None,None,0.20589628640846058,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,45,2,137,0,,,,,,,,,,,,1,460.14604166326353,None,460.14604166326353,None,,,,101,111,459.428307180513,459.9287380369515,459.9120577376798,460.01214303383495,4,1,459.9120577376798,None,460.01214303383495,None,459.9120577376798,None,False,None,None,None,None,None,None,None,None,0.19904633996702614,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,46,0,138,1,,,,,,,,,,,,1,461.8975454309966,None,461.8975454309966,None,,,,101,111,461.1464538502278,461.64688208127336,461.6302038239737,461.73028445276213,4,1,461.6302038239737,None,461.73028445276213,None,461.6302038239737,None,False,None,None,None,None,None,None,None,None,0.23186960773091414,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,46,1,139,2,,,,,,,,,,,,1,463.68241125582426,None,463.68241125582426,None,,,,102,120,462.89796286875026,463.3983823484796,463.3817023409174,463.48178734536305,4,0,463.3817023409174,None,463.48178734536305,None,463.3817023409174,None,False,None,None,None,None,None,None,None,None,0.2603633079506835,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,46,2,140,2,,,,,,,,,,,,0.9,465.86719032594556,None,465.86719032594556,None,,,,102,0,464.6828202339748,465.18324992357157,465.16656816574687,465.26665783756107,None,1,465.16656816574687,None,465.26665783756107,None,465.16656816574687,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,47,0,141,2,,,,,,,,,,,,0.9,467.9522787842434,None,467.9522787842434,None,,,,102,0,466.76792765345635,467.2683765959482,467.25169250444014,467.351778967437,None,1,467.25169250444014,None,467.351778967437,None,467.25169250444014,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,47,1,142,1,,,,,,,,,,,,1,469.62086325310884,None,469.62086325310884,None,,,,101,111,468.8530607434641,469.35349918437714,469.3368317203676,469.43690068073556,4,1,469.3368317203676,None,469.43690068073556,None,469.3368317203676,None,False,None,None,None,None,None,None,None,None,0.23517760503273166,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,47,2,143,2,,,,,,,,,,,,0.9,471.80561665270216,None,471.80561665270216,None,,,,102,0,470.621257062312,471.1216841265141,471.1050023686894,471.20508737313503,None,1,471.1050023686894,None,471.20508737313503,None,471.1050023686894,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,48,0,144,2,,,,,,,,,,,,0.9,473.89074624218483,None,473.89074624218483,None,,,,102,0,472.70637615021406,473.20680613152217,473.1901278742225,473.2902093781431,None,1,473.1901278742225,None,473.2902093781431,None,473.1901278742225,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,48,1,145,2,,,,,,,,,,,,0.9,475.97586999745545,None,475.97586999745545,None,,,,102,0,474.7915004889055,475.29193455416134,475.27525425488966,475.3753407178883,None,1,475.27525425488966,None,475.3753407178883,None,475.27525425488966,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,48,2,146,2,,,,,,,,,,,,0.9,478.060991710754,None,478.060991710754,None,,,,102,0,476.8766303700977,477.3770577260111,477.3603733427917,477.46045805552785,None,1,477.3603733427917,None,477.46045805552785,None,477.3603733427917,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,49,0,147,1,,,,,,,,,,,,1,479.7795829473034,None,479.7795829473034,None,,,,101,111,478.9617523751058,479.4621768139132,479.4454979731945,479.5455838527723,4,1,479.4454979731945,None,479.5455838527723,None,479.4454979731945,None,False,None,None,None,None,None,None,None,None,0.29637584683405294,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,49,1,148,0,,,,,,,,,,,,0.9,481.96434568163386,None,481.96434568163386,None,,,,101,0,480.7799758813744,481.2804058626807,481.26372352143517,481.3638096927225,None,0,481.26372352143517,None,481.3638096927225,None,481.26372352143517,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,49,2,149,1,,,,,,,,,,,,1,483.69960175679626,None,483.69960175679626,None,,,,101,111,482.86510022006587,483.3655380775581,483.34884961039097,483.4489331562836,4,1,483.34884961039097,None,483.4489331562836,None,483.34884961039097,None,False,None,None,None,None,None,None,None,None,0.31096195628015266,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,50,0,150,2,,,,,,,,,,,,0.9,485.88437820152285,None,485.88437820152285,None,,,,102,0,484.70001015152593,485.2004369240167,485.18375720816584,485.2838436711645,None,1,485.18375720816584,None,485.2838436711645,None,485.18375720816584,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,50,1,151,0,,,,,,,,,,,,1,487.53625524203744,None,487.53625524203744,None,,,,101,111,486.78512457205943,487.2855673886297,487.2688850473842,487.3689685932786,4,1,487.2688850473842,None,487.3689685932786,None,487.2688850473842,None,False,None,None,None,None,None,None,None,None,0.21893166272639064,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,50,2,152,1,,,,,,,,,,,,1,489.30442909917474,None,489.30442909917474,None,,,,101,111,488.5366382579505,489.0370656138639,489.02038618972256,489.12047031903785,4,1,489.02038618972256,None,489.12047031903785,None,489.02038618972256,None,False,None,None,None,None,None,None,None,None,0.24634895112467348,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,51,0,153,0,,,,,,,,,,,,1,491.0726108324943,None,491.0726108324943,None,,,,101,111,490.3048243669291,490.80525230626336,490.78857317383336,490.88866051196237,4,1,490.78857317383336,None,490.88866051196237,None,490.78857317383336,None,False,None,None,None,None,None,None,None,None,0.24713802808400942,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,51,1,154,0,,,,,,,,,,,,1,492.79073824931584,None,492.79073824931584,None,,,,101,111,492.07301601840845,492.57343783182114,492.5567554905756,492.6568402033099,4,1,492.5567554905756,None,492.6568402033099,None,492.5567554905756,None,False,None,None,None,None,None,None,None,None,0.19693056356118177,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0938,GoNoGo,2020.1.3,59.94645477052368,
