ConditionOverview,Question_Dimension,Conditions.thisRepN,Conditions.thisTrialN,Conditions.thisN,Conditions.thisIndex,QuestionAsked.thisRepN,QuestionAsked.thisTrialN,QuestionAsked.thisN,QuestionAsked.thisIndex,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_3.started,text_3.stopped,Picture.started,Picture.stopped,Rating_Dimension.started,Rating_Dimension.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,LogFilesFolder,date,expName,frameRate,
Rating/Woman.png,Rating/Arousal.png,0,3,3,6,0,1,1,1,,,,,159.10931239162892,None,159.10931239162892,None,159.10931239162892,None,5,7.2056880050968175,159.10931239162892,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Woman.png,,0,3,3,6,,,,,,,,,,,,,,,,,,,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Positive.png,Rating/Valence.png,0,4,4,4,0,0,0,0,,,,,166.43227415188085,None,166.43227415188085,None,166.43227415188085,None,7,11.138576207622464,166.43227415188085,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Positive.png,Rating/Arousal.png,0,4,4,4,0,1,1,1,,,,,177.62521878289044,None,177.62521878289044,None,177.62521878289044,None,8,5.953557059743616,177.62521878289044,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Positive.png,,0,4,4,4,,,,,,,,,,,,,,,,,,,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Man.png,Rating/Valence.png,0,5,5,1,0,0,0,0,,,,,183.68042062323366,None,183.68042062323366,None,183.68042062323366,None,7,20.59408568588151,183.68042062323366,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Man.png,Rating/Arousal.png,0,5,5,1,0,1,1,1,,,,,204.3314975017911,None,204.3314975017911,None,204.3314975017911,None,3,14.870811620347013,204.3314975017911,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/Man.png,,0,5,5,1,,,,,,,,,,,,,,,,,,,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/NeutralCouple.png,Rating/Valence.png,0,6,6,3,0,0,0,0,,,,,219.29434700016463,None,219.29434700016463,None,219.29434700016463,None,5,9.035869892441042,219.29434700016463,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/NeutralCouple.png,Rating/Arousal.png,0,6,6,3,0,1,1,1,,,,,228.3854948693952,None,228.3854948693952,None,228.3854948693952,None,9,8.168589136234004,228.3854948693952,None,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
Rating/NeutralCouple.png,,0,6,6,3,,,,,,,,,,,,,,,,,,,AU06EL20,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1143,StroopRating,59.94907559605104,
