Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.rt,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.rt,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,1,0,3,2,,,,,,,,,,,,,0.9,100.17625769999995,None,100.17625769999995,None,,,202,0,98.96230680000008,99.46124659999987,99.46124659999987,99.56134240000029,None,1,,99.46124659999987,None,99.56134240000029,None,99.46124659999987,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,1,1,4,0,,,,,,,,,,,,,1,101.98171030000049,None,101.98171030000049,None,,,201,211,101.07960559999992,101.59454329999971,101.57798420000017,101.67791430000034,4,1,0.37536070000078325,101.57798420000017,None,101.67791430000034,None,101.57798420000017,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,1,2,5,1,,,,,,,,,,,,,1,103.88188770000033,None,103.88188770000033,None,,,201,211,103.00912380000045,103.51116379999985,103.49467220000042,103.59466390000034,4,1,0.3605386000008366,103.49467220000042,None,103.59466390000034,None,103.49467220000042,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,2,0,6,0,,,,,,,,,,,,,1,105.8152941999997,None,105.8152941999997,None,,,201,211,104.89540260000012,105.39467740000055,105.39467740000055,105.494643,4,1,0.39544500000010885,105.39467740000055,None,105.494643,None,105.39467740000055,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,2,1,7,0,,,,,,,,,,,,,1,107.73150950000036,None,107.73150950000036,None,,,201,211,106.84242400000039,107.3442427,107.32762189999994,107.42808940000032,4,1,0.37551780000012513,107.32762189999994,None,107.42808940000032,None,107.32762189999994,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,2,2,8,0,,,,,,,,,,,,,1,109.63187879999987,None,109.63187879999987,None,,,201,211,108.7591809000005,109.26124530000016,109.24456850000024,109.34455609999986,4,1,0.36078730000008363,109.24456850000024,None,109.34455609999986,None,109.24456850000024,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,3,0,9,0,,,,,,,,,,,,,1,111.44823600000018,None,111.44823600000018,None,,,201,211,110.64542290000009,111.14466100000027,111.14466100000027,111.24464360000002,4,1,0.2814819000004718,111.14466100000027,None,111.24464360000002,None,111.14466100000027,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,3,1,10,0,,,,,,,,,,,,,1,113.31595749999997,None,113.31595749999997,None,,,201,211,112.46202080000057,112.9613287000002,112.9613287000002,113.06123620000017,4,1,0.3307502999996359,112.9613287000002,None,113.06123620000017,None,112.9613287000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,3,2,11,0,,,,,,,,,,,,,1,115.12940780000008,None,115.12940780000008,None,,,201,211,114.32879940000021,114.82798749999984,114.82798749999984,114.92800090000037,4,1,0.26913320000039676,114.82798749999984,None,114.92800090000037,None,114.82798749999984,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,4,0,12,1,,,,,,,,,,,,,1,116.93160350000016,None,116.93160350000016,None,,,201,211,116.14534009999988,116.64469699999972,116.64469699999972,116.74472100000003,4,1,0.2639131999994788,116.64469699999972,None,116.74472100000003,None,116.64469699999972,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,4,1,13,2,,,,,,,,,,,,,0.9,119.15966490000028,None,119.15966490000028,None,,,202,0,117.94620320000013,118.46122370000012,118.44465330000003,118.54469100000006,None,1,,118.44465330000003,None,118.54469100000006,None,118.44465330000003,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,4,2,14,0,,,,,,,,,,,,,1,120.9153210000004,None,120.9153210000004,None,,,201,211,120.06283919999987,120.57782539999971,120.56121489999987,120.66121019999991,4,1,0.32890259999931004,120.56121489999987,None,120.66121019999991,None,120.56121489999987,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,5,0,15,2,,,,,,,,,,,,,0.9,123.12994890000027,None,123.12994890000027,None,,,202,0,121.9294232000002,122.4446041000001,122.42786870000054,122.52797160000046,None,1,,122.42786870000054,None,122.52797160000046,None,122.42786870000054,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,5,1,16,1,,,,,,,,,,,,,1,124.83165840000038,None,124.83165840000038,None,,,201,211,124.04518430000007,124.54469169999993,124.54469169999993,124.64462559999993,4,1,0.2654008999998041,124.54469169999993,None,124.64462559999993,None,124.54469169999993,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,5,2,17,2,,,,,,,,,,,,,0.9,127.04548100000011,None,127.04548100000011,None,,,202,0,125.84626060000028,126.3612006000003,126.34464620000017,126.44465719999971,None,1,,126.34464620000017,None,126.44465719999971,None,126.34464620000017,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,6,0,18,1,,,,,,,,,,,,,1,128.8154838999999,None,128.8154838999999,None,,,201,211,127.94615210000029,128.46118490000026,128.44469500000014,128.54472140000053,4,1,0.3514497999995001,128.44469500000014,None,128.54472140000053,None,128.44469500000014,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,6,1,19,2,,,,,,,,,,,,,0.9,131.0433137,None,131.0433137,None,,,202,0,129.82952680000017,130.34445779999987,130.32784869999978,130.42794550000053,None,1,,130.32784869999978,None,130.42794550000053,None,130.32784869999978,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,NoGo,nogo,None,2,0,0,0,1,,,,,6,2,20,2,,,,,,,,,,,,,0.9,133.15961040000002,None,133.15961040000002,None,,,202,0,131.94543780000004,132.4446267000003,132.4446267000003,132.5446708999998,None,1,,132.4446267000003,None,132.5446708999998,None,132.4446267000003,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
DRÜCKEN SIE IM FOLGENDEN BITTE SO SCHNELL SIE KÖNNEN. BITTE ZEIGEN SIE IHRE MAXIMAL MÖGLICHE LEISTUNG!,200,Go,go,4,1,0,0,0,1,,,,,7,0,21,1,,,,,,,,,,,,,1,134.99885259999974,None,134.99885259999974,None,,,201,211,134.0628810999997,134.5779051999998,134.5609955,134.66131339999993,4,1,0.4093347999996695,134.5609955,None,134.66131339999993,None,134.5609955,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG4EN28,1,0x5FB8,D:\CoScience\Logfiles\,2022_May_27_1010,GoNoGo,2020.1.3,59.95732237796686,
