"ID","Personality_PSWQ_Concerns","Personality_SANB5_SocialPhobia","Personality_RSTPQ_BIS","Personality_BISBAS_BIS","Personality_BFI_Anxiety","Covariate_Gender","Covariate_Age","Covariate_MPS_TotalPerfectionism","Covariate_BFI_Sociability","Covariate_BDI_Depression","Covariate_BFI_OpenMindedness","Covariate_BFI_Conscientiousness","Covariate_BFI_Agreeableness","Covariate_BFI_Extraversion","Personality_Z_sum","Personality_Z_AV_notweighted","Personality_Z_AV_ItemNr","Personality_Z_AV_Reliability","Personality_PCA","Personality_FactorAnalysis"
"sub-CH04OB30",38,12,47,2.57142857142857,3,2,23,74,3.25,NA,3,1.91666666666667,3.58333333333333,3.25,-1.68344779376331,-0.336689558752661,-0.542370491439779,-0.352126475855852,"-12.8625914154832","-0.466812226673064"
"sub-CH05AN22",38,11,50,2.57142857142857,2.5,2,23,112,2.5,2,4,4.33333333333333,4.16666666666667,3.16666666666667,-2.34515397386573,-0.469030794773146,-0.518172338261711,-0.46623460226027,"-10.9043623707246","-0.570847612023623"
"sub-CH05EL08",39,8,55,2,3.25,2,21,59,3.25,NA,3.5,2.66666666666667,3.75,3.33333333333333,-2.6850515828658,-0.537010316573161,-0.463663270884896,-0.550485707583001,"-7.1192480826168","-0.569776530158089"
"sub-CH05ER25",35,11,46,2.71428571428571,2.25,2,18,113,4.75,NA,3.83333333333333,3.66666666666667,2.75,4.66666666666667,-2.9467010423503,-0.58934020847006,-0.701534756161121,-0.587133639579977,"-15.8068059256269","-0.725836950513371"
"sub-CH05NK28",47,7,54,2.85714285714286,2.25,2,24,106,2.75,NA,3.58333333333333,3.08333333333333,3.33333333333333,3.5,-2.24133824177703,-0.448267648355407,-0.251605549177916,-0.43064503222666,"-2.50055688509932","-0.389313017739364"
"sub-CH06IM14",49,10,51,2.71428571428571,2.75,1,25,95,3.5,NA,3.75,4.41666666666667,4.08333333333333,3.41666666666667,-1.1446679741109,-0.22893359482218,-0.214435344894754,-0.223390717818004,"-2.78279600846902","-0.22379865998039"
"sub-CH06IN24",50,15,71,3.28571428571429,3.5,2,24,138,3,16,3.08333333333333,3.66666666666667,3.83333333333333,3.25,3.60037896559579,0.720075793119158,0.736098654831815,0.721281916351951,"12.8976210403586","0.737357279159715"
"sub-CH06LI22",51,11,59,3.14285714285714,3,1,23,104,2.75,NA,4.25,4.08333333333333,3.16666666666667,2.83333333333333,0.884035397507802,0.17680707950156,0.21517962622927,0.180841081162259,"4.43825873243497","0.221723359672075"
"sub-CH06ND30",36,12,59,3.42857142857143,3.25,1,21,105,4,6,3.33333333333333,3.33333333333333,4.16666666666667,3.41666666666667,0.788288859505627,0.157657771901125,-0.0102120136981213,0.134302850943218,"-5.6928105286356","0.0831793974662748"
"sub-CH06NK10",40,5,44,2.71428571428571,3,1,23,90,4,NA,2.91666666666667,4.58333333333333,4.25,4.41666666666667,-3.3355800228968,-0.66711600457936,-0.72652375715571,-0.692861734242435,"-14.6859108475521","-0.663332458158808"
"sub-CH06NK12",23,7,27,1.42857142857143,1,2,24,121,4.5,0,4.08333333333333,4.5,2.83333333333333,4.41666666666667,-10.0022532629154,-2.00045065258308,-2.03678166028729,-1.9804720716342,"-38.2128681634648","-2.26393539603963"
"sub-CH06RT03",45,10,51,3.28571428571429,2.75,1,20,57,4,NA,3.75,3.16666666666667,3.91666666666667,3.83333333333333,-0.502767016653815,-0.100553403330763,-0.182529795078393,-0.105622276678773,"-5.51495905737971","-0.109706293608161"
"sub-CH06UT07",39,13,51,3,3.25,1,22,73,4.5,NA,4.5,2.83333333333333,3.66666666666667,3.58333333333333,-0.0281758767618564,-0.00563517535237129,-0.259236194147565,-0.0276124356184456,"-9.16584800834875","-0.118960529269695"
"sub-CH07AD15",55,18,56,3.71428571428571,3.5,1,26,147,3.75,1,4.75,4.41666666666667,4.08333333333333,3.91666666666667,4.35430794117067,0.870861588234135,0.541567781342807,0.862323919019542,"6.16000852145679","0.822420505201473"
"sub-CH07DO06",35,6,37,2.14285714285714,2.25,1,30,81,3,0,3.33333333333333,3.83333333333333,3.5,3.75,-5.86036897621824,-1.17207379524365,-1.21978670582796,-1.17846157729628,"-22.9717221148198","-1.26780822167942"
"sub-CH07IM11",24,5,27,2.42857142857143,1.75,2,29,77,2.75,3,3.33333333333333,3.75,4,2.83333333333333,-7.8521764442155,-1.5704352888431,-1.78294146998377,-1.58688578080883,"-37.7818749952557","-1.76167365322595"
"sub-CH07LF13",31,12,30,2.71428571428571,2,1,20,81,3.5,0,2.5,4.33333333333333,3.83333333333333,3.75,-4.49326330805494,-0.898652661610988,-1.28657855817946,-0.907149776723887,"-29.7593386995087","-1.14610299516251"
"sub-CH07LF18",47,9,60,2.85714285714286,3.75,2,23,93,2.25,NA,3.16666666666667,3.58333333333333,4.25,2.5,0.599202763423311,0.119840552684662,0.118509905275474,0.0961298990875638,"2.11280753929491","0.170889733574267"
"sub-CH07NK17",65,12,76,3.42857142857143,3.75,1,26,89,2.25,22,4.66666666666667,2.75,4,2.58333333333333,4.88313503329541,0.976627006659083,1.20548879609869,0.986728361605224,"26.2971851013881","1.18212505089233"
"sub-CH07RK18",74,15,73,3,4.25,1,22,138,3.25,17,4.25,4.33333333333333,3.75,3.75,6.03920224755244,1.20784044951049,1.33735274920296,1.21693983089076,"30.814321907681","1.40315642726738"
"sub-CH07US17",51,12,47,3,3,1,30,123,3.75,4,4,4,3.91666666666667,3.58333333333333,0.0150896853516112,0.00301793707032224,-0.164372453143804,-0.00190774357264574,"-3.92517160550303","-0.021040706126877"
"sub-CH08LO21",38,13,56,2.42857142857143,1.75,2,24,132,2.75,NA,4.16666666666667,4.08333333333333,3.83333333333333,3.16666666666667,-2.55385000660281,-0.510770001320562,-0.38272201699076,-0.47356608027136,"-6.37050926591755","-0.631645799922899"
"sub-CH09AS13",43,10,51,3,3,1,24,126,4.5,2,4,4.25,4.33333333333333,4,-0.815474067470187,-0.163094813494037,-0.264270962194168,-0.175724483833228,"-6.88708047922645","-0.193473570762761"
"sub-CH09EN08",51,11,44,2.57142857142857,3,2,29,104,3,0,3.16666666666667,3.66666666666667,4.58333333333333,3.08333333333333,-1.17725088602992,-0.235450177205984,-0.37156077664284,-0.239961024035007,"-6.21741044055033","-0.264260875224374"
"sub-CH09WE03",51,12,59,2.85714285714286,2.75,2,22,105,2.75,NA,3.5,4.08333333333333,3.41666666666667,3,0.358109501415869,0.0716219002831737,0.155847135138278,0.0880752082415663,"4.57573505600362","0.0900671401123359"
"sub-CH10ER14",38,13,44,2.57142857142857,3,2,23,102,1.5,NA,3.33333333333333,4.25,4,2.58333333333333,-1.64678434999628,-0.329356869999256,-0.612026298169512,-0.346528576996147,"-14.8376856159693","-0.48943577626904"
"sub-CH10NG24",40,9,50,2.28571428571429,2.25,1,21,116,2.5,NA,3.25,3.58333333333333,3.41666666666667,3.16666666666667,-3.49799566262606,-0.699599132525212,-0.604069380115186,-0.685593959801987,"-9.85300370225279","-0.758712686324037"
"sub-CK04NS18",70,20,64,3.71428571428571,3.75,1,22,151,3.25,NA,4.58333333333333,4.75,4.66666666666667,3.75,6.92196536626744,1.38439307325349,1.19215435764786,1.39502214963825,"22.4499194985182","1.44124436549967"
"sub-CK05EN08",34,19,44,2.57142857142857,3,1,25,136,2.5,NA,4.16666666666667,4,4.41666666666667,2.91666666666667,-0.392952764659484,-0.0785905529318969,-0.558897196644545,-0.0933416077540991,"-16.6654503057756","-0.37701806678769"
"sub-CK05EN28",45,15,59,2.42857142857143,3.25,2,21,95,3.75,NA,3.66666666666667,2.75,3.41666666666667,3.33333333333333,0.596155916879683,0.119231183375937,0.049035043869161,0.120274663927788,"0.921227986220806","0.0297771724973074"
"sub-CK05ER27",61,17,65,3.42857142857143,3.25,1,22,155,3.25,NA,3.41666666666667,4.16666666666667,3.25,3.58333333333333,4.434493545093,0.8868987090186,0.847586259000885,0.9040840116554,"16.4958658717924","0.927455488412812"
"sub-CK05RD15",23,9,56,1.85714285714286,2,2,26,66,3.25,NA,3.83333333333333,3.25,3.75,2.91666666666667,-5.36728949583416,-1.07345789916683,-0.90678641054149,-1.06051668073441,"-17.2890129351704","-1.24512771295226"
"sub-CK06ED08",50,8,68,3.57142857142857,3,1,25,126,2,9,5,2.91666666666667,4.58333333333333,2.16666666666667,1.40760975442728,0.281521950885457,0.492334818272451,0.285110265616163,"9.68773680929317","0.420188563960052"
"sub-CK06IN16",32,11,76,2.85714285714286,2.25,2,20,97,3,23,3.66666666666667,1.83333333333333,3.16666666666667,2.16666666666667,-0.708150001463534,-0.141630000292707,0.194818289945907,-0.115306952072081,"3.4192289455229","-0.178656525476251"
"sub-CK06ST11",57,8,71,3.14285714285714,4,2,23,101,3.75,4,4.08333333333333,2.58333333333333,3.83333333333333,3.75,2.70356892642583,0.540713785285165,0.741101708811404,0.526789602948531,"16.6454642711429","0.734355981932202"
"sub-CK06US15",60,11,54,3.42857142857143,3,1,19,128,4.25,7,3.66666666666667,4.41666666666667,3.75,4.16666666666667,1.67004774999734,0.334009549999468,0.319115541984431,0.340589473147217,"7.07835933352552","0.43246148446219"
"sub-CK07ER13",27,6,33,1.85714285714286,1.5,2,27,69,4.25,NA,4.91666666666667,2.91666666666667,4.33333333333333,4.33333333333333,-8.17694037964204,-1.63538807592841,-1.64957037760816,-1.62714337372951,"-31.3351795870981","-1.81512689277838"
"sub-CK07NK21",68,19,76,4,4.5,1,24,115,3.25,NA,3.83333333333333,3.5,3.08333333333333,3.25,8.81288093722713,1.76257618744543,1.62574000005667,1.75361015088573,"29.4689479267783","1.88000728495105"
"sub-CZ05ND22",52,10,54,3,3.25,1,26,112,4.75,1,2.66666666666667,3,3.58333333333333,4.16666666666667,0.404694143437475,0.0809388286874951,0.0508851341088397,0.0733572184829883,"1.42952136755636","0.128837921370947"
"sub-DA06AN05",52,16,72,2.85714285714286,3.5,2,26,125,3.25,7,3.16666666666667,2.91666666666667,3.33333333333333,3.5,3.3769091757595,0.6753818351519,0.74473575007991,0.685534692921494,"15.1226426982421","0.681809496312788"
"sub-DA08AN22",40,8,65,2.85714285714286,3.5,1,20,105,3.75,NA,3.5,4.33333333333333,3.91666666666667,3.58333333333333,-0.133787459181907,-0.0267574918363814,0.0727074365513543,-0.0466262973428123,"0.691683220991166","0.0101741741182348"
"sub-DADARE11",24,7,49,2.42857142857143,3.25,2,25,118,3.5,1,3.75,2.16666666666667,2.83333333333333,2.83333333333333,-3.82218756080169,-0.764437512160338,-0.915420539186569,-0.806712914880378,"-21.8179007599492","-0.900840174357686"
"sub-DE04LD04",34,10,40,2.28571428571429,2,2,25,98,4,NA,3.08333333333333,3.66666666666667,4,3.66666666666667,-4.75065394412842,-0.950130788825683,-1.04684473799631,-0.943322421644159,"-20.9223755591254","-1.11126748886107"
"sub-DE05LI03",43,11,60,2.71428571428571,3,2,21,136,4,7,3.41666666666667,3.66666666666667,4.25,4,-0.359814163899364,-0.0719628327798728,-0.0210840460659339,-0.0716989047610623,"-0.356453559155964","-0.0926955385997544"
"sub-DE06EM24",56,8,53,2.85714285714286,1.75,2,29,144,4,10,4.66666666666667,4.08333333333333,3.08333333333333,4.16666666666667,-1.99641118399378,-0.399282236798756,-0.105379582203628,-0.354568143281197,"3.10623991442422","-0.298402898093601"
"sub-DE09NS24",38,11,59,2.85714285714286,2.75,1,21,119,4.5,NA,3.41666666666667,3.41666666666667,4,4.08333333333333,-0.890478725346654,-0.178095745069331,-0.15544154664259,-0.177822379519195,"-4.50397553659517","-0.236341896393882"
"sub-DI05ID08",39,5,43,2.57142857142857,2.25,2,27,116,3.5,7,3.25,4,4.25,3.66666666666667,-4.66009882928026,-0.932019765856053,-0.878033076700498,-0.933643106936298,"-16.1108986941805","-0.945658653364709"
"sub-DICLRA12",36,8,44,2,1.5,2,27,138,3.5,NA,3,3.41666666666667,2.5,3.41666666666667,-5.91865503150309,-1.18373100630062,-1.03111923753967,-1.15358740930468,"-17.0417970157893","-1.28730434874609"
"sub-DS08NK08",27,5,27,1.71428571428571,1.75,2,24,73,4.25,0,4.25,4,4.66666666666667,4.66666666666667,-8.80669161116461,-1.76133832223292,-1.86708201674593,-1.76683288241147,"-35.7399889462002","-1.94931439191211"
"sub-DT04NS20",29,6,35,2.71428571428571,2.75,2,27,86,3.75,NA,4.16666666666667,3.83333333333333,3.91666666666667,3.83333333333333,-4.89424523733022,-0.978849047466045,-1.24885779649463,-1.01659420061771,"-28.47916399645","-1.10966104202586"
"sub-DT05AH09",47,11,51,2.71428571428571,2.5,1,30,102,3,NA,3.91666666666667,3.08333333333333,3.58333333333333,2.91666666666667,-1.34964339147431,-0.269928678294861,-0.257815061077567,-0.257272370169084,"-4.0114012093557","-0.298408696354018"
"sub-DT05EN16",46,7,56,2.71428571428571,2.5,2,23,129,4,8,3.33333333333333,3.75,3.83333333333333,4.16666666666667,-2.0927500983247,-0.418550019664939,-0.218936034804911,-0.406893837090932,"-1.76357508072681","-0.361953081635703"
"sub-DT05ER18",67,9,66,3.42857142857143,3.5,2,20,78,4,7,3.16666666666667,2.33333333333333,3.91666666666667,3.41666666666667,3.2002929485759,0.64005858971518,0.845316995845489,0.647506054077949,"20.1085037366074","0.874692523956737"
"sub-DT05EV26",24,6,37,1.85714285714286,2,2,26,66,5,2,3.5,3.66666666666667,4,4.33333333333333,-7.48274412894493,-1.49654882578899,-1.54614926920811,-1.50438848779913,"-30.540638621767","-1.6808481970245"
"sub-DT06AI20",28,7,40,2.28571428571429,2.75,2,20,106,3.5,NA,3.91666666666667,4.25,4.08333333333333,3.83333333333333,-5.04856151280478,-1.00971230256096,-1.18225724639815,-1.03809676566251,"-25.4764665289627","-1.15758906406544"
"sub-DT06ER20",49,14,70,2.57142857142857,2,2,28,125,2.75,NA,3,3.41666666666667,3.91666666666667,3,0.132432236064571,0.0264864472129142,0.37237236607501,0.0813836492447172,"11.279717845824","0.0271550418995081"
"sub-DT07ES22",43,15,71,2.57142857142857,2.25,2,24,94,2.5,NA,4.66666666666667,3.83333333333333,4.58333333333333,3.41666666666667,0.322562107169372,0.0645124214338743,0.317020926731923,0.106376494994543,"8.03075538968097","0.0079427995028272"
"sub-DT09EN16",50,15,62,3.14285714285714,3.25,2,22,80,3,NA,4.08333333333333,2.66666666666667,3.25,2.91666666666667,2.38224844150486,0.476449688300972,0.40347355541264,0.478680078984981,"6.50085232504299","0.453887295483468"
"sub-DT10LF16",61,10,52,3.28571428571429,3.75,2,29,107,3,NA,4.25,4,3.5,3.75,2.03877070942743,0.407754141885487,0.293542230230131,0.389127950752827,"6.21472646392039","0.522603242524092"
"sub-DTINTZ10",63,14,59,3.71428571428571,4,1,19,96,3.25,11,3.58333333333333,3.83333333333333,4.33333333333333,3.58333333333333,4.77218835145394,0.954437670290787,0.762892519336861,0.936852413619319,"13.1858035088222","1.05056997716594"
"sub-EA06AN13",58,20,73,3.57142857142857,4.5,1,27,99,3.75,NA,4.08333333333333,2.58333333333333,3.5,3.41666666666667,7.37921535707088,1.47584307141418,1.24447406926853,1.45809414273013,"20.6164105594363","1.4791501358902"
"sub-EA06ER02",42,9,44,2.57142857142857,3.25,2,19,101,4,1,3.41666666666667,3.66666666666667,3.5,3.58333333333333,-2.06872472530127,-0.413744945060253,-0.595211132749181,-0.43924040926609,"-12.6951980701795","-0.471034594636087"
"sub-EA08AS23",60,15,78,3.28571428571429,3.5,2,19,114,1.75,NA,2.25,3.66666666666667,3.25,1.58333333333333,4.88145726295301,0.976291452590601,1.1750065981908,0.995826263638668,"24.7301016430472","1.09400962606925"
"sub-EB08IN08",53,12,65,3.28571428571429,4.25,2,18,105,4.5,18,4.08333333333333,3.5,2.83333333333333,3.83333333333333,3.54105380816432,0.708210761632864,0.613322835513756,0.678797822656959,"10.2669813208022","0.780912944366295"
"sub-EE05RD18",33,10,50,2.28571428571429,2.5,2,23,127,3.25,2,2.91666666666667,3.91666666666667,3.25,3.58333333333333,-3.45827576897349,-0.691655153794697,-0.712637966475618,-0.69280676005485,"-14.4980381526193","-0.819226989553321"
"sub-EE09NG15",55,14,68,3.57142857142857,2.75,2,25,119,3,11,4.16666666666667,3.58333333333333,3.25,3.25,3.03354533717132,0.606709067434264,0.721898835734294,0.631356596889545,"14.0314694709963","0.67189056921208"
"sub-EH05EJ27",27,6,41,2.42857142857143,2,2,20,112,2.75,NA,3.75,4.83333333333333,3.83333333333333,3.75,-6.01099480648732,-1.20219896129746,-1.2349872170848,-1.20869263738125,"-25.6285370506595","-1.33400966624055"
"sub-EI04AN16",52,12,57,2.85714285714286,2.25,2,25,141,3.75,7,3.75,4.25,3.5,3.83333333333333,-0.339544734632328,-0.0679089469264656,0.070343101789493,-0.0357414860406267,"3.82670255495362","-0.051657995418091"
"sub-EK05AN14",49,14,60,3.42857142857143,3,1,24,70,3.75,NA,3.58333333333333,3,4.33333333333333,3.58333333333333,2.05838113142085,0.411676226284169,0.333043403663135,0.414892707444886,"4.24102573834143","0.398793098791907"
