Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.rt,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,0,0,0,0,0,3,1,10,2,,,,,,419.371681857363,419.8720965203611,419.8554166539034,419.9554999365537,4,0,419.8554166539034,None,419.9554999365537,None,1,420.0389048112884,None,420.0389048112884,None,0.15830266752527677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,3,2,11,1,,,,,,421.03977060078614,421.54018205499597,421.5235016051229,421.62358517948087,4,1,421.5235016051229,None,421.62358517948087,None,1,421.7236722543348,None,421.7236722543348,None,0.18016851974243764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,0,0,0,0,0,4,0,12,2,,,,,,422.72452900088683,423.224948914627,423.20827663258024,423.308353497654,None,1,423.20827663258024,None,423.308353497654,None,0.9,423.90886719553237,None,423.90886719553237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,1,13,1,,,,,,424.80963803406485,425.3100588229281,425.29337778963964,425.39348411722676,4,1,425.29337778963964,None,425.39348411722676,None,1,425.57695243845956,None,425.57695243845956,None,0.2662232704278722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,0,0,0,0,0,4,2,14,0,,,,,,426.5778059762233,427.0782299738785,427.06155010742077,427.16163455690184,4,1,427.06155010742077,None,427.16163455690184,None,1,427.39516610585997,None,427.39516610585997,None,0.31099987310517463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,1,437.72109909760184,None,437.72109909760184,None,,428.42938346044684,None,101,111,437.02003100856746,437.5204625906299,437.50377222268435,437.6038592975383,4,1,0.1805521158312331,437.50377222268435,None,437.6038592975383,None,437.50377222268435,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,1,439.5555183141623,None,439.5555183141623,None,,,,101,111,438.7381581845257,439.2385824738885,439.22190085718466,439.322009810141,4,1,0.3004890485499345,439.22190085718466,None,439.322009810141,None,439.22190085718466,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,1,441.3070390611683,None,441.3070390611683,None,,,,101,111,440.55637564412973,441.0567978915351,441.04017840864617,441.1402015994354,4,1,0.2390789609962667,441.04017840864617,None,441.1402015994354,None,441.04017840864617,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,0,3,0,,,,,,,,,,,,1,443.225784366492,None,443.225784366492,None,,,,101,111,442.307865761788,442.8082883009047,442.7916081427393,442.89169230051266,4,1,0.3926299960439792,442.7916081427393,None,442.89169230051266,None,442.7916081427393,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,1,4,1,,,,,,,,,,,,1,445.0106380092693,None,445.0106380092693,None,,,,101,111,444.2261667957464,444.7265872929056,444.7099083015746,444.8099921676403,4,1,0.26526996851316653,444.7099083015746,None,444.8099921676403,None,444.7099083015746,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,1,2,5,1,,,,,,,,,,,,1,446.82886567865353,None,446.82886567865353,None,,,,101,111,446.0110151877816,446.5114429776404,446.4947604858098,446.5948536865326,4,1,0.2844381046561466,446.4947604858098,None,446.5948536865326,None,446.4947604858098,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,0,6,1,,,,,,,,,,,,1,448.63038547760516,None,448.63038547760516,None,,,,101,111,447.82922973030145,448.3296560616218,448.3129750283333,448.4130594778144,4,1,0.2721186901726469,448.3129750283333,None,448.4130594778144,None,448.3129750283333,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,2,1,7,0,,,,,,,,,,,,1,450.4819615032902,None,450.4819615032902,None,,,,101,111,449.63076382295185,450.1311886957301,450.1145088292724,450.2145924036304,4,1,0.3295878019380325,450.1145088292724,None,450.2145924036304,None,450.1145088292724,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,2,2,8,2,,,,,,,,,,,,1,452.1834123132903,None,452.1834123132903,None,,,,102,120,451.4823442242523,451.9827655965346,451.96608543837283,452.0661693044385,4,0,0.17594283688958967,451.96608543837283,None,452.0661693044385,None,451.96608543837283,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,0,9,1,,,,,,,,,,,,1,453.9015421146214,None,453.9015421146214,None,,,,101,111,453.18379240888316,453.68421465628853,453.66753333129236,453.76762449005764,4,1,0.18545922869452625,453.66753333129236,None,453.76762449005764,None,453.66753333129236,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,1,10,0,,,,,,,,,,,,1,455.6530304820335,None,455.6530304820335,None,,,,101,111,454.9019236687527,455.40234241566577,455.38568851122545,455.48575487480775,4,1,0.2332456750664278,455.38568851122545,None,455.48575487480775,None,455.38568851122545,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,3,2,11,0,,,,,,,,,,,,1,457.42120921739115,None,457.42120921739115,None,,,,101,111,456.6534117444571,457.1538342835738,457.1371541254084,457.2372382831818,4,1,0.2477639848475519,457.1371541254084,None,457.2372382831818,None,457.1371541254084,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,0,12,0,,,,,,,,,,,,1,459.22273689246504,None,459.22273689246504,None,,,,101,111,458.42158347882287,458.9220060179359,458.90532673489724,459.0054111843783,4,1,0.27554246758518275,458.90532673489724,None,459.0054111843783,None,458.90532673489724,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,1,13,0,,,,,,,,,,,,1,461.00757332446665,None,461.00757332446665,None,,,,101,111,460.22311903001173,460.7235406940017,460.70685878559016,460.8069890332372,4,1,0.2559720660356106,460.70685878559016,None,460.8069890332372,None,460.70685878559016,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,4,2,14,0,,,,,,,,,,,,1,462.82580332751604,None,462.82580332751604,None,,,,101,111,462.007985216238,462.50839287824056,462.49171213665977,462.59179658614084,4,1,0.29711398638028186,462.49171213665977,None,462.59179658614084,None,462.49171213665977,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,0,15,1,,,,,,,,,,,,1,464.52725034530886,None,464.52725034530886,None,,,,101,111,463.826180797736,464.3266074207604,464.30992667918326,464.41000937841454,4,1,0.1828256883964059,464.30992667918326,None,464.41000937841454,None,464.30992667918326,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,1,16,1,,,,,,,,,,,,1,466.29541070306004,None,466.29541070306004,None,,,,101,111,465.5276321911515,466.02805589709897,466.0113745721028,466.11145989670695,4,1,0.23440754823968746,466.0113745721028,None,466.11145989670695,None,466.0113745721028,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,5,2,17,0,,,,,,,,,,,,1,467.99685422036055,None,467.99685422036055,None,,,,101,111,467.2958053840557,467.7962279231688,467.7795465981726,467.87963279790347,4,1,0.17914666643264354,467.7795465981726,None,467.87963279790347,None,467.7795465981726,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,6,0,18,1,,,,,,,,,,,,1,469.69831990747116,None,469.69831990747116,None,,,,101,111,468.9972806975311,469.4976763995073,469.48099419938444,469.5810803991153,4,1,0.18265095527021913,469.48099419938444,None,469.5810803991153,None,469.48099419938444,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,0,0,0,,,,,6,1,19,0,,,,,,,,,,,,1,471.4998642099017,None,471.4998642099017,None,,,,101,111,470.6987011698948,471.19912633438435,471.1824415088886,471.28252829203484,4,1,0.2821686160059471,471.1824415088886,None,471.28252829203484,None,471.1824415088886,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,0,0,0,,,,,6,2,20,2,,,,,,,,,,,,0.9,473.68459708554656,None,473.68459708554656,None,,,,102,0,472.50023147034153,473.00065721824285,472.983984061073,473.08406180126985,None,1,,472.983984061073,None,473.08406180126985,None,472.983984061073,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,AH17AR05b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2021_Oct_12_1635,GoNoGo,2020.1.3,59.95115535989248,
